ID,Note,Amount,Category,Account,Currency,Date,Event,Exclude Report
1548,Bilet CTP,-5,Transportation,Cash,RON,09/07/2019,No,False
1549,,-83,Petrol,Cash,RON,09/07/2019,No,False
1550,Fresh box,-17,Restaurants,Cash,RON,08/07/2019,No,False
1551,,-132.63,Petrol,Cash,RON,07/07/2019,No,False
1552,Bere,-5,Food & Beverage,Cash,RON,05/07/2019,No,False
1553,Agape,-21,Restaurants,Cash,RON,04/07/2019,No,False
1554,,-49.6,Electricity Bill,Cash,RON,04/07/2019,No,False
1555,Plăcuță înmatriculare,-21,Maintenance,Cash,RON,04/07/2019,No,False
1556,7card,-89,Sports,Cash,RON,04/07/2019,No,False
1557,,2640,Salary,Cash,RON,04/07/2019,No,False
1558,Bonuri masa,140,Salary,Cash,RON,04/07/2019,No,False
1559,Shanghai,-22.9,Restaurants,Cash,RON,03/07/2019,No,False
1560,Mega Image,-7.1,Restaurants,Cash,RON,02/07/2019,No,False
1561,Parcare 6 luni,-500,Parking Fees,Cash,RON,01/07/2019,No,False
1562,Windows 10,-25,Games,Cash,RON,01/07/2019,No,False
1563,Bonuri masa,209.87,Salary,Cash,RON,01/07/2019,No,False
1564,Profi,-8.94,Shopping,Cash,RON,30/06/2019,No,False
1565,Irish,-66.95,Restaurants,Cash,RON,29/06/2019,No,False
1566,,-125.54,Shopping,Cash,RON,28/06/2019,No,False
1567,Asociatie bloc,-95.2,Water Bill,Cash,RON,27/06/2019,No,False
1568,Nobori,-10,Restaurants,Cash,RON,25/06/2019,No,False
1569,Telekom,-39.54,Internet Bill,Cash,RON,25/06/2019,No,False
1570,Rosa,-13,Restaurants,Cash,RON,24/06/2019,No,False
1571,Orange,-30.64,Phone Bill,Cash,RON,24/06/2019,No,False
1572,,-10,Charity,Cash,RON,24/06/2019,No,False
1573,Bere,-30,Food & Beverage,Cash,RON,22/06/2019,No,False
1574,Pizza,-40,Restaurants,Cash,RON,22/06/2019,No,False
1575,,-61.15,Electricity Bill,Cash,RON,20/06/2019,No,False
1576,,-54.97,Gas Bill,Cash,RON,20/06/2019,No,False
1577,Bilet CTP,-5,Transportation,Cash,RON,20/06/2019,No,False
1578,,-1,Parking Fees,Cash,RON,20/06/2019,No,False
1579,,-75.5,Pharmacy,Cash,RON,20/06/2019,No,False
1580,Strepsils,-15,Pharmacy,Cash,RON,19/06/2019,No,False
1581,,-108.5,Petrol,Cash,RON,18/06/2019,No,False
1582,,-326.5,Petrol,Cash,RON,16/06/2019,No,False
1583,Gradina zoologică,-24,Entertainment,Cash,RON,16/06/2019,No,False
1584,Laura,150,Gifts,Cash,RON,16/06/2019,No,False
1585,Telescaun,-60,Travel,Cash,RON,15/06/2019,No,False
1586,Unicarm,-7,Shopping,Cash,RON,14/06/2019,No,False
1587,Hanul Pietrosu,-50,Restaurants,Cash,RON,13/06/2019,No,False
1588,Retur Fan Courier,-26.5,Games,Cash,RON,12/06/2019,No,False
1589,Pantaloni Laura,-55,Clothing,Cash,RON,11/06/2019,No,False
1590,Tastatura,-210.95,Games,Cash,RON,11/06/2019,No,False
1591,Laura,150,Gifts,Cash,RON,11/06/2019,No,False
1592,,-87,Petrol,Cash,RON,10/06/2019,No,False
1593,Bere,-30,Food & Beverage,Cash,RON,08/06/2019,No,False
1594,Yummy Yang,-24,Restaurants,Cash,RON,08/06/2019,No,False
1595,Mouse,-49.99,Games,Cash,RON,08/06/2019,No,False
1596,Adjust Balance,531.37,Other Income,Cash,RON,08/06/2019,No,True
1597,"Orange, Laura",-28.25,Phone Bill,Cash,RON,05/06/2019,No,False
1598,7card,-89,Sports,Cash,RON,05/06/2019,No,False
1599,Carrefour,-50.07,Shopping,Cash,RON,01/06/2019,No,False
1600,,-88.6,Gas Bill,Cash,RON,30/05/2019,No,False
1601,Discuri si placute,-1451,Maintenance,Cash,RON,29/05/2019,No,False
1602,Profi,-12.47,Shopping,Cash,RON,29/05/2019,No,False
1603,Profi,-58.72,Shopping,Cash,RON,29/05/2019,No,False
1604,Bazin,-3,Sports,Cash,RON,28/05/2019,No,False
1605,Orange,-52.31,Phone Bill,Cash,RON,26/05/2019,No,False
1606,Telekom,-39.5,Internet Bill,Cash,RON,26/05/2019,No,False
1607,Nobil sushi,-150,Restaurants,Cash,RON,25/05/2019,No,False
1608,Asociatie bloc,-107.2,Water Bill,Cash,RON,23/05/2019,No,False
1609,Bazin,-3,Sports,Cash,RON,22/05/2019,No,False
1610,,-234,Petrol,Cash,RON,19/05/2019,No,False
1611,Pizza,-105,Restaurants,Cash,RON,18/05/2019,No,False
1612,Bere,-35,Food & Beverage,Cash,RON,17/05/2019,No,False
1613,Avans rafting,-40,Sports,Cash,RON,16/05/2019,No,False
1614,BCR,-3.5,Fees & Charges,Cash,RON,15/05/2019,No,False
1615,Profi,-11.67,Shopping,Cash,RON,13/05/2019,No,False
1616,Pizza,-50,Restaurants,Cash,RON,11/05/2019,No,False
1617,,-30,Taxi,Cash,RON,11/05/2019,No,False
1618,Bere flying,-28,Food & Beverage,Cash,RON,10/05/2019,No,False
1619,Intrare flying,-20,Food & Beverage,Cash,RON,10/05/2019,No,False
1620,Panemar,-8,Restaurants,Cash,RON,10/05/2019,No,False
1621,Burger,-25,Restaurants,Cash,RON,10/05/2019,No,False
1622,"31,43",-31.43,Electricity Bill,Cash,RON,10/05/2019,No,False
1623,7card,-89,Sports,Cash,RON,10/05/2019,No,False
1624,Cola,-3,Food & Beverage,Cash,RON,09/05/2019,No,False
1625,Bere,-40,Food & Beverage,Cash,RON,08/05/2019,No,False
1626,Salad box,-9,Restaurants,Cash,RON,08/05/2019,No,False
1627,Salariu Alin,2600,Salary,Cash,RON,08/05/2019,No,False
1628,,2012,Salary,Cash,RON,08/05/2019,No,False
1629,Salad box,-19.5,Restaurants,Cash,RON,07/05/2019,No,False
1630,Profi,-79.37,Shopping,Cash,RON,07/05/2019,No,False
1631,BCR,-20,Fees & Charges,Cash,RON,07/05/2019,No,False
1632,Food,-21,Restaurants,Cash,RON,06/05/2019,No,False
1633,Bogdan,-260,Friends & Lover,Cash,RON,06/05/2019,No,False
1634,Red Barn,-17,Food & Beverage,Cash,RON,05/05/2019,No,False
1635,Carrefour,-39.03,Shopping,Cash,RON,05/05/2019,No,False
1636,,-170,Clothing,Cash,RON,05/05/2019,No,False
1637,Bere,-8.58,Food & Beverage,Cash,RON,04/05/2019,No,False
1638,Orange,-27.48,Phone Bill,Cash,RON,04/05/2019,No,False
1639,Telekom,-39.94,Internet Bill,Cash,RON,04/05/2019,No,False
1640,Profi,-86.4,Shopping,Cash,RON,04/05/2019,No,False
1641,Piaza,-28,Shopping,Cash,RON,04/05/2019,No,False
1642,Bazin,-6,Sports,Cash,RON,04/05/2019,No,False
1643,Comanda,-70,Food & Beverage,Cash,RON,03/05/2019,No,False
1644,Bonuri,252,Other Income,Cash,RON,03/05/2019,No,False
1645,Pancake house,-20,Food & Beverage,Cash,RON,02/05/2019,No,False
1646,Avengers,-50,Movies,Cash,RON,02/05/2019,No,False
1647,Smântână,-2.5,Shopping,Cash,RON,01/05/2019,No,False
1648,Profi,-8.03,Shopping,Cash,RON,01/05/2019,No,False
1649,Mama,500,Gifts,Cash,RON,29/04/2019,No,False
1650,Stanca,300,Gifts,Cash,RON,28/04/2019,No,False
1651,Magazin Sunucius,-16.4,Food & Beverage,Cash,RON,26/04/2019,No,False
1652,,-14,Taxi,Cash,RON,26/04/2019,No,False
1653,,-20,Taxi,Cash,RON,26/04/2019,No,False
1654,,-6,Parking Fees,Cash,RON,26/04/2019,No,False
1655,Tuns și vopsit,-325,Personal Care,Cash,RON,26/04/2019,No,False
1656,,-11.2,Restaurants,Cash,RON,25/04/2019,No,False
1657,Asociatie bloc,-100.9,Water Bill,Cash,RON,25/04/2019,No,False
1658,,-15,Food & Beverage,Cash,RON,24/04/2019,No,False
1659,RCA,-985,Maintenance,Cash,RON,24/04/2019,No,False
1660,Profi,-4.38,Shopping,Cash,RON,24/04/2019,No,False
1661,Avans motel Gilău,-2000,Other Expense,Cash,RON,24/04/2019,No,False
1662,Luat din rezerva,1000,Other Income,Cash,RON,24/04/2019,No,False
1663,Bere,-15,Food & Beverage,Cash,RON,23/04/2019,No,False
1664,Poseta,-95,Accessories,Cash,RON,23/04/2019,No,False
1665,Poseta,-95,Accessories,Cash,RON,23/04/2019,No,False
1666,Csilla birthday,-10,Friends & Lover,Cash,RON,23/04/2019,No,False
1667,Tarancuta,-10,Restaurants,Cash,RON,22/04/2019,No,False
1668,Profi,-84.74,Shopping,Cash,RON,22/04/2019,No,False
1669,Yves Rocher,-47,Shopping,Cash,RON,21/04/2019,No,False
1670,Carrefour,-67.64,Shopping,Cash,RON,21/04/2019,No,False
1671,Ciorapi,-26,Clothing,Cash,RON,21/04/2019,No,False
1672,Decathlon,-144.7,Clothing,Cash,RON,21/04/2019,No,False
1673,Deichmann,-118,Footwear,Cash,RON,21/04/2019,No,False
1674,,-319.4,Gas Bill,Cash,RON,19/04/2019,No,False
1675,Tuns,-22,Personal Care,Cash,RON,19/04/2019,No,False
1676,Profi,-54.04,Shopping,Cash,RON,18/04/2019,No,False
1677,Marty,-50,Restaurants,Cash,RON,17/04/2019,No,False
1678,,-33.86,Charity,Cash,RON,17/04/2019,No,False
1679,Sushi,-25,Food & Beverage,Cash,RON,16/04/2019,No,False
1680,Cpt Bean,-6,Café,Cash,RON,16/04/2019,No,False
1681,,-14,Food & Beverage,Cash,RON,15/04/2019,No,False
1682,Economie,-1500,Family,Cash,RON,15/04/2019,No,False
1683,Back to Da Vinci's,-60,Food & Beverage,Cash,RON,13/04/2019,No,False
1684,,-9.3,Food & Beverage,Cash,RON,13/04/2019,No,False
1685,,-225.3,Petrol,Cash,RON,13/04/2019,No,False
1686,Spalare interior/exterior,-50,Maintenance,Cash,RON,13/04/2019,No,False
1687,Cora,-114.54,Shopping,Cash,RON,13/04/2019,No,False
1688,,-17,Food & Beverage,Cash,RON,12/04/2019,No,False
1689,,-18,Food & Beverage,Cash,RON,12/04/2019,No,False
1690,Profi,-80.04,Shopping,Cash,RON,12/04/2019,No,False
1691,Spray disc frana,-12,Bike,Cash,RON,10/04/2019,No,False
1692,Rovinieta,-133.29,Maintenance,Cash,RON,09/04/2019,No,False
1693,Profi,-15.92,Food & Beverage,Cash,RON,08/04/2019,No,False
1694,Palaneț,-3.5,Food & Beverage,Cash,RON,08/04/2019,No,False
1695,Legume și fructe,-15,Shopping,Cash,RON,08/04/2019,No,False
1696,7card,-89,Sports,Cash,RON,08/04/2019,No,False
1697,Laura,2211,Salary,Cash,RON,08/04/2019,No,False
1698,Profi,-79.72,Shopping,Cash,RON,07/04/2019,No,False
1699,,-22,Restaurants,Cash,RON,05/04/2019,No,False
1700,Phil s,-7,Café,Cash,RON,05/04/2019,No,False
1701,Salariu Alin,4043,Salary,Cash,RON,05/04/2019,No,False
1702,Cpt Bean,-6,Café,Cash,RON,04/04/2019,No,False
1703,,-10,Shopping,Cash,RON,04/04/2019,No,False
1704,Comic con,-110,Entertainment,Cash,RON,04/04/2019,No,False
1705,Cpt Bean,-5,Café,Cash,RON,03/04/2019,No,False
1706,Profi,-37.1,Shopping,Cash,RON,03/04/2019,No,False
1707,,-20,Friends & Lover,Cash,RON,03/04/2019,No,False
1708,,-18,Restaurants,Cash,RON,02/04/2019,No,False
1709,Bonuri masa,168,Other Income,Cash,RON,02/04/2019,No,False
1710,,-33.49,Pharmacy,Cash,RON,01/04/2019,No,False
1711,Starbucks,-19.8,Café,Cash,RON,31/03/2019,No,False
1712,,-49,Books,Cash,RON,31/03/2019,No,False
1713,,-21,Food & Beverage,Cash,RON,30/03/2019,No,False
1714,,-3.5,Food & Beverage,Cash,RON,30/03/2019,No,False
1715,Il Milanese,-78,Restaurants,Cash,RON,30/03/2019,No,False
1716,,-120,Maintenance,Cash,RON,30/03/2019,No,False
1717,,-15,Café,Cash,RON,29/03/2019,No,False
1718,Initial Balance,913.94,Other Income,Cash,RON,29/03/2019,No,False
