ID,Note,Amount,Category,Account,Currency,Date,Event,Exclude Report
768,Premium pizza,-22.5,Restaurants,Cash,RON,22/04/2021,No,False
769,RCA,-839,Maintenance,Cash,RON,22/04/2021,No,False
770,Premium pizza,-22.5,Restaurants,Cash,RON,21/04/2021,No,False
771,Vin,-40,Food & Beverage,Cash,RON,19/04/2021,No,False
772,Shanghai,-46.5,Restaurants,Cash,RON,19/04/2021,No,False
773,Il Milanese,-70,Restaurants,Cash,RON,18/04/2021,No,False
774,Inscriere pilotdecurse.ro,-490,Other Expense,Cash,RON,18/04/2021,No,False
775,Premium pizza,-22.5,Restaurants,Cash,RON,16/04/2021,No,False
776,,-2700,Family,Cash,RON,15/04/2021,No,False
777,Gallit,535,Salary,Cash,RON,15/04/2021,No,False
778,Premium pizza,-22.5,Restaurants,Cash,RON,14/04/2021,No,False
779,,70,Other Income,Cash,RON,14/04/2021,No,False
780,Hot dog,-4,Restaurants,Cash,RON,13/04/2021,No,False
781,Spirt,-22.78,Health & Fitness,Cash,RON,13/04/2021,No,False
782,,-3000,Family,Cash,RON,13/04/2021,No,False
783,Premium pizza,-22.5,Restaurants,Cash,RON,12/04/2021,No,False
784,Carrefour,-28.65,Restaurants,Cash,RON,11/04/2021,No,False
785,Noodle Pack,-31.9,Restaurants,Cash,RON,11/04/2021,No,False
786,Spartan,-31.49,Restaurants,Cash,RON,10/04/2021,No,False
787,Carrefour,-96.33,Restaurants,Cash,RON,10/04/2021,No,False
788,Becuri E27 LED,-30,Electronics,Cash,RON,10/04/2021,No,False
789,Mihaela Moldovan,-67.35,Friends & Lover,Cash,RON,10/04/2021,No,False
790,XRP,4153.26,Crypto Sell,Cash,RON,10/04/2021,No,False
791,Premium pizza,-22.5,Restaurants,Cash,RON,09/04/2021,No,False
792,,-50,Charity,Cash,RON,09/04/2021,No,False
793,,-68.25,Electricity Bill,Cash,RON,08/04/2021,No,False
794,,5119,Salary,Cash,RON,08/04/2021,No,False
795,Bonus anual,3016,Salary,Cash,RON,08/04/2021,No,False
796,Bonuri masa,322,Salary,Cash,RON,06/04/2021,No,False
797,Premium pizza,-22.5,Restaurants,Cash,RON,05/04/2021,No,False
798,Kurtos Colacs,-15,Restaurants,Cash,RON,03/04/2021,No,False
799,Spalare interior/exterior,-55,Maintenance,Cash,RON,03/04/2021,No,False
800,Schimb anvelope,-60,Maintenance,Cash,RON,03/04/2021,No,False
801,Lidl,-280.48,Restaurants,Cash,RON,02/04/2021,No,False
802,Ciocolata de casa,-5,Restaurants,Cash,RON,31/03/2021,No,False
803,,-123.79,Water Bill,Cash,RON,31/03/2021,No,False
804,,-81.73,Internet Bill,Cash,RON,31/03/2021,No,False
805,Gallit,440,Salary,Cash,RON,31/03/2021,No,False
806,Premium pizza,-22.5,Restaurants,Cash,RON,29/03/2021,No,False
807,GTX 1060 6GB,1000,Selling,Cash,RON,27/03/2021,No,False
808,Premium pizza,-22.5,Restaurants,Cash,RON,25/03/2021,No,False
809,,-2000,Family,Cash,RON,24/03/2021,No,False
810,AMD RX 580 8gb,1596,Selling,Cash,RON,24/03/2021,No,False
811,Premium pizza,-22.5,Restaurants,Cash,RON,23/03/2021,No,False
812,,-50,Charity,Cash,RON,23/03/2021,No,False
813,Carrefour,-229.39,Restaurants,Cash,RON,21/03/2021,No,False
814,Premium pizza,-23,Restaurants,Cash,RON,19/03/2021,No,False
815,Spălătorie,-2.9,Bike,Cash,RON,19/03/2021,No,False
816,Premium pizza,-22.5,Restaurants,Cash,RON,17/03/2021,No,False
817,"Adaptor SATA-USB, Stick 64 GB",-66,Electronics,Cash,RON,17/03/2021,No,False
818,Gallit,400,Salary,Cash,RON,17/03/2021,No,False
819,Premium pizza,-22.5,Restaurants,Cash,RON,16/03/2021,No,False
820,,-199,Petrol,Cash,RON,14/03/2021,No,False
821,Laura,-20,Friends & Lover,Cash,RON,12/03/2021,No,False
822,Teste covid,-90,Pharmacy,Cash,RON,12/03/2021,No,False
823,XRP,1618.95,Crypto Sell,Cash,RON,12/03/2021,No,False
824,Rig mining P106-100,-9500,Electronics,Cash,RON,11/03/2021,No,False
825,Rig mining RX 580 4GB,4000,Selling,Cash,RON,11/03/2021,No,False
826,Apa,-7,Restaurants,Cash,RON,10/03/2021,No,False
827,,-189,Electricity Bill,Cash,RON,10/03/2021,No,False
828,Ochelari,-652.8,Health & Fitness,Cash,RON,10/03/2021,No,False
829,,5119,Salary,Cash,RON,10/03/2021,No,False
830,Premium pizza,-23.5,Restaurants,Cash,RON,09/03/2021,No,False
831,Premium pizza,-22.5,Restaurants,Cash,RON,09/03/2021,No,False
832,8 martie,-367.96,Friends & Lover,Cash,RON,07/03/2021,No,False
833,,-55.33,Personal Care,Cash,RON,07/03/2021,No,False
834,Back to da Vinci,-60,Restaurants,Cash,RON,05/03/2021,No,False
835,Bonuri masa,252,Salary,Cash,RON,05/03/2021,No,False
836,Gallit,500,Salary,Cash,RON,03/03/2021,No,False
837,Premium pizza,-22.5,Restaurants,Cash,RON,01/03/2021,No,False
838,AMD RX 580 8 GB,-1625,Electronics,Cash,RON,01/03/2021,No,False
839,,-122.78,Water Bill,Cash,RON,28/02/2021,No,False
840,,-71.58,Internet Bill,Cash,RON,28/02/2021,No,False
841,Mărțișoare,-37,Friends & Lover,Cash,RON,28/02/2021,No,False
842,Impozit,-201,Other Expense,Cash,RON,28/02/2021,No,False
843,Bere,-19.38,Food & Beverage,Cash,RON,27/02/2021,No,False
844,Premium pizza,-15,Restaurants,Cash,RON,27/02/2021,No,False
845,Premium pizza,-22.5,Restaurants,Cash,RON,24/02/2021,No,False
846,,-1710,Family,Cash,RON,24/02/2021,No,False
847,"Revizie, schimb lanț",-235,Bike,Cash,RON,23/02/2021,No,False
848,Gallit,500,Salary,Cash,RON,22/02/2021,No,False
849,Dedeman,-38.29,Other Expense,Cash,RON,18/02/2021,No,False
850,Premium pizza,-23.5,Restaurants,Cash,RON,17/02/2021,No,False
851,Shanghai,-25.5,Restaurants,Cash,RON,16/02/2021,No,False
852,Amenda parcare,-100,Fees & Charges,Cash,RON,16/02/2021,No,False
853,,-274.45,Petrol,Cash,RON,15/02/2021,No,False
854,Night of the dead,-54.6,Games,Cash,RON,14/02/2021,No,False
855,Tras arma M4 .223,-300,Entertainment,Cash,RON,12/02/2021,No,False
856,Premium pizza,-22.5,Restaurants,Cash,RON,11/02/2021,No,False
857,Priza tripla,-25,Electronics,Cash,RON,11/02/2021,No,False
858,,5119,Salary,Cash,RON,08/02/2021,No,False
859,BTC,-1500,Crypto Buy,Cash,RON,08/02/2021,No,False
860,ETH,-1500,Crypto Buy,Cash,RON,08/02/2021,No,False
861,Mancare chinezească,-61.96,Restaurants,Cash,RON,06/02/2021,No,False
862,,-1,Parking Fees,Cash,RON,06/02/2021,No,False
863,,-73,Petrol,Cash,RON,06/02/2021,No,False
864,Premium pizza,-23.5,Restaurants,Cash,RON,05/02/2021,No,False
865,Uscător de păr,-114.9,Personal Care,Cash,RON,05/02/2021,No,False
866,Lidl,-148.52,Restaurants,Cash,RON,04/02/2021,No,False
867,Priza cu contor,-69.9,Electronics,Cash,RON,04/02/2021,No,False
868,100 Euro,485,Selling,Cash,RON,04/02/2021,No,False
869,XRP,-500,Crypto Buy,Cash,RON,04/02/2021,No,False
870,Premium pizza,-22.5,Restaurants,Cash,RON,03/02/2021,No,False
871,,-133.2,Electricity Bill,Cash,RON,03/02/2021,No,False
872,Bonuri masa,280,Salary,Cash,RON,03/02/2021,No,False
873,Gallit,220,Salary,Cash,RON,03/02/2021,No,False
874,ETH,111.33,Crypto Sell,Cash,RON,03/02/2021,No,False
875,BTC,210.95,Crypto Sell,Cash,RON,03/02/2021,No,False
876,LTC,108.46,Crypto Sell,Cash,RON,03/02/2021,No,False
877,XRP,144.68,Crypto Sell,Cash,RON,31/01/2021,No,False
878,Premium pizza,-22.5,Restaurants,Cash,RON,29/01/2021,No,False
879,Aur,-1300,Investment,Cash,RON,29/01/2021,No,False
880,Adjust Balance,-216.08,Other Expense,Cash,RON,29/01/2021,No,True
881,BTC,-200,Crypto Buy,Cash,RON,29/01/2021,No,False
882,XLM,-200,Crypto Buy,Cash,RON,29/01/2021,No,False
883,XRP,-100,Crypto Buy,Cash,RON,29/01/2021,No,False
884,LTC,-100,Crypto Buy,Cash,RON,29/01/2021,No,False
885,ETH,-100,Crypto Buy,Cash,RON,29/01/2021,No,False
886,Premium pizza,-17.5,Restaurants,Cash,RON,28/01/2021,No,False
887,Carrefour,-63.2,Restaurants,Cash,RON,26/01/2021,No,False
888,,-155.67,Water Bill,Cash,RON,25/01/2021,No,False
889,,-71.39,Internet Bill,Cash,RON,25/01/2021,No,False
890,Mouse,-30,Electronics,Cash,RON,25/01/2021,No,False
891,Șervețele ochelari,-5,Personal Care,Cash,RON,25/01/2021,No,False
892,Premium pizza,-17.5,Restaurants,Cash,RON,22/01/2021,No,False
893,Monitor Viewsonic 31.5 VX3276,-1262.38,Electronics,Cash,RON,22/01/2021,No,False
894,Premium pizza,-17.5,Restaurants,Cash,RON,21/01/2021,No,False
895,,-2,Café,Cash,RON,20/01/2021,No,False
896,,-50,Charity,Cash,RON,19/01/2021,No,False
897,,-206.03,Petrol,Cash,RON,18/01/2021,No,False
898,,-1700,Family,Cash,RON,18/01/2021,No,False
899,Lidl,-255.41,Restaurants,Cash,RON,17/01/2021,No,False
900,Irish,-10,Restaurants,Cash,RON,16/01/2021,No,False
901,Premium pizza,-17.5,Restaurants,Cash,RON,14/01/2021,No,False
902,Tacâmuri,-6.17,Restaurants,Cash,RON,14/01/2021,No,False
903,,-2900,Family,Cash,RON,13/01/2021,No,False
904,Cablu alimentare laptop,-10,Electronics,Cash,RON,12/01/2021,No,False
905,Carrefour,-49.6,Restaurants,Cash,RON,11/01/2021,No,False
906,,5110,Salary,Cash,RON,11/01/2021,No,False
907,Tudi,-60,Friends & Lover,Cash,RON,08/01/2021,No,False
908,Donner XXL,-10,Restaurants,Cash,RON,06/01/2021,No,False
909,,-9.88,Gifts & Donations,Cash,RON,06/01/2021,No,False
910,Shanghai,-40.5,Restaurants,Cash,RON,05/01/2021,No,False
911,Bonuri masa,224,Salary,Cash,RON,05/01/2021,No,False
912,La ses,-50,Restaurants,Cash,RON,04/01/2021,No,False
913,,-51.9,Taxi,Cash,RON,02/01/2021,No,False
914,,-40,Gifts & Donations,Cash,RON,31/12/2020,No,False
915,Profi,-74.43,Restaurants,Cash,RON,30/12/2020,No,False
916,Shanghai,-50.5,Restaurants,Cash,RON,30/12/2020,No,False
917,,-203.72,Water Bill,Cash,RON,30/12/2020,No,False
918,,-71.57,Internet Bill,Cash,RON,30/12/2020,No,False
919,Parcare 6 luni,-600,Parking Fees,Cash,RON,30/12/2020,No,False
920,Bere,-28.25,Food & Beverage,Cash,RON,29/12/2020,No,False
921,Profi,-17.91,Restaurants,Cash,RON,27/12/2020,No,False
922,,-234.98,Petrol,Cash,RON,24/12/2020,No,False
923,,-5,Other Expense,Cash,RON,24/12/2020,No,False
924,Profi,-73.05,Restaurants,Cash,RON,21/12/2020,No,False
925,Audify Music Player,-4.99,Other Expense,Cash,RON,21/12/2020,No,False
926,Bere,-16.47,Food & Beverage,Cash,RON,19/12/2020,No,False
927,Meniul zilei,-17.5,Restaurants,Cash,RON,17/12/2020,No,False
928,La ses,-40,Restaurants,Cash,RON,15/12/2020,No,False
929,,-1700,Family,Cash,RON,14/12/2020,No,False
930,,-70,Petrol,Cash,RON,13/12/2020,No,False
931,Bere,-20.52,Food & Beverage,Cash,RON,12/12/2020,No,False
932,,-15,Taxi,Cash,RON,11/12/2020,No,False
933,Shanghai,-25.5,Restaurants,Cash,RON,09/12/2020,No,False
934,,-65.36,Personal Care,Cash,RON,09/12/2020,No,False
935,La ses,-40,Restaurants,Cash,RON,08/12/2020,No,False
936,Tras arma M4 .223,-223,Entertainment,Cash,RON,07/12/2020,No,False
937,,5100,Salary,Cash,RON,07/12/2020,No,False
938,Schimb anvelope,-70,Maintenance,Cash,RON,05/12/2020,No,False
939,Foto si album nunta,-1280,Family,Cash,RON,05/12/2020,No,False
940,Bere,-18,Food & Beverage,Cash,RON,04/12/2020,No,False
941,McDonald's,-15,Restaurants,Cash,RON,04/12/2020,No,False
942,Bonuri masa,224,Salary,Cash,RON,04/12/2020,No,False
943,Cablu VGA-VGA,-19,Electronics,Cash,RON,03/12/2020,No,False
944,Înlocuire brațe suspensie față si tampoane motor,-2651,Maintenance,Cash,RON,02/12/2020,No,False
945,Bicicleta fitness Laura,-524.98,Friends & Lover,Cash,RON,01/12/2020,No,False
946,Shadow,-30,Food & Beverage,Cash,RON,28/11/2020,No,False
947,,-175.4,Water Bill,Cash,RON,27/11/2020,No,False
948,,-71.58,Internet Bill,Cash,RON,27/11/2020,No,False
949,Ady,-243.77,Family,Cash,RON,27/11/2020,No,False
950,Arma 2 collection,-17.86,Games,Cash,RON,26/11/2020,No,False
951,Profi,-47.55,Restaurants,Cash,RON,25/11/2020,No,False
952,,-57.8,Taxi,Cash,RON,25/11/2020,No,False
953,Adjust Balance,180,Other Income,Cash,RON,25/11/2020,No,True
954,Profi,-63.54,Restaurants,Cash,RON,23/11/2020,No,False
955,Taxa permis de conducere,-90,Fees & Charges,Cash,RON,23/11/2020,No,False
956,Back to da Vinci,-60,Restaurants,Cash,RON,19/11/2020,No,False
957,"Revizie + schimb bec ceata, buton portbagaj",-769,Maintenance,Cash,RON,16/11/2020,No,False
958,Monitor Viewsonic 31.5,-1218,Electronics,Cash,RON,16/11/2020,No,False
959,Masa cu sertare,-239,Home Improvement,Cash,RON,14/11/2020,No,False
960,Mașina de găurit,-622,Other Expense,Cash,RON,14/11/2020,No,False
961,Dedeman,-66.18,Other Expense,Cash,RON,14/11/2020,No,False
962,Monitor Asus 27,440,Selling,Cash,RON,13/11/2020,No,False
963,La ses,-50,Restaurants,Cash,RON,12/11/2020,No,False
964,Laura,500,Gifts,Cash,RON,11/11/2020,No,False
965,Birou standing,-1645.36,Home Improvement,Cash,RON,10/11/2020,No,False
966,Kaufland,-251.53,Restaurants,Cash,RON,06/11/2020,No,False
967,Ștergătoare si bec H4,-75,Maintenance,Cash,RON,06/11/2020,No,False
968,Mama,-374.13,Family,Cash,RON,06/11/2020,No,False
969,,5114,Salary,Cash,RON,05/11/2020,No,False
970,,-10,Charity,Cash,RON,04/11/2020,No,False
971,Bonuri masa,280,Salary,Cash,RON,04/11/2020,No,False
972,,-217.65,Petrol,Cash,RON,03/11/2020,No,False
973,Kaufland,-130.19,Restaurants,Cash,RON,31/10/2020,No,False
974,,-166.29,Water Bill,Cash,RON,31/10/2020,No,False
975,,-71.34,Internet Bill,Cash,RON,31/10/2020,No,False
976,,-45.92,Pharmacy,Cash,RON,31/10/2020,No,False
977,Mama,-330.75,Family,Cash,RON,31/10/2020,No,False
978,Mama,-199.32,Family,Cash,RON,31/10/2020,No,False
979,Dedeman,-43.73,Home Improvement,Cash,RON,31/10/2020,No,False
980,Profi,-78.41,Restaurants,Cash,RON,29/10/2020,No,False
981,Analize permis de conducere,-180,Doctor,Cash,RON,29/10/2020,No,False
982,Bere,-12,Food & Beverage,Cash,RON,23/10/2020,No,False
983,,-6.01,Food & Beverage,Cash,RON,23/10/2020,No,False
984,Pablito,-39,Restaurants,Cash,RON,23/10/2020,No,False
985,Dosar schimbare talon,-77.5,Transportation,Cash,RON,21/10/2020,No,False
986,La ses,-48,Restaurants,Cash,RON,18/10/2020,No,False
987,Cora,-212.08,Restaurants,Cash,RON,17/10/2020,No,False
988,Spalare interior/exterior,-55,Maintenance,Cash,RON,17/10/2020,No,False
989,Donner XXL,-5,Restaurants,Cash,RON,14/10/2020,No,False
990,Kit gantere,-170,Sports,Cash,RON,14/10/2020,No,False
991,Bere,-36,Food & Beverage,Cash,RON,11/10/2020,No,False
992,Burger,-10,Restaurants,Cash,RON,11/10/2020,No,False
993,Auchan,-194.65,Restaurants,Cash,RON,11/10/2020,No,False
994,,-215.35,Petrol,Cash,RON,11/10/2020,No,False
995,,3096,Salary,Cash,RON,07/10/2020,No,False
996,,-73.94,Electricity Bill,Cash,RON,05/10/2020,No,False
997,Profi,-26.5,Restaurants,Cash,RON,04/10/2020,No,False
998,Mancare si apa,-32,Restaurants,Cash,RON,04/10/2020,No,False
999,Măști,-13,Health & Fitness,Cash,RON,04/10/2020,No,False
1000,Tim - pt motorina,50,Other Income,Cash,RON,04/10/2020,No,False
1001,Mancare si apa,-27,Restaurants,Cash,RON,02/10/2020,No,False
1002,,-227.98,Petrol,Cash,RON,02/10/2020,No,False
1003,Tub neon,-5.8,Electronics,Cash,RON,02/10/2020,No,False
1004,Grande pizza,-10,Restaurants,Cash,RON,30/09/2020,No,False
1005,,-143.02,Water Bill,Cash,RON,30/09/2020,No,False
1006,,-71.11,Internet Bill,Cash,RON,30/09/2020,No,False
1007,DLC Civilization 6,-97.36,Games,Cash,RON,29/09/2020,No,False
1008,Bere,-15,Food & Beverage,Cash,RON,27/09/2020,No,False
1009,La ses,-22,Restaurants,Cash,RON,26/09/2020,No,False
1010,"Orange, Laura",-29.44,Phone Bill,Cash,RON,26/09/2020,No,False
1011,Pablito,-32,Restaurants,Cash,RON,25/09/2020,No,False
1012,Bere,-31,Food & Beverage,Cash,RON,24/09/2020,No,False
1013,Profi,-16.97,Restaurants,Cash,RON,24/09/2020,No,False
1014,Shanghai,-44.5,Restaurants,Cash,RON,23/09/2020,No,False
1015,Bere,-30.12,Food & Beverage,Cash,RON,18/09/2020,No,False
1016,Big Belly,-10,Restaurants,Cash,RON,18/09/2020,No,False
1017,La ses,-40,Restaurants,Cash,RON,17/09/2020,No,False
1018,Profi,-110.59,Restaurants,Cash,RON,13/09/2020,No,False
1019,La ses,-52,Restaurants,Cash,RON,10/09/2020,No,False
1020,,-73.94,Electricity Bill,Cash,RON,08/09/2020,No,False
1021,Mama,40,Gifts,Cash,RON,05/09/2020,No,False
1022,,3096,Salary,Cash,RON,04/09/2020,No,False
1023,,-5,Restaurants,Cash,RON,03/09/2020,No,False
1024,Bonuri masa,210,Salary,Cash,RON,03/09/2020,No,False
1025,La ses,-45,Restaurants,Cash,RON,02/09/2020,No,False
1026,,-3.5,Parking Fees,Cash,RON,02/09/2020,No,False
1027,Spalare interior/exterior,-55,Maintenance,Cash,RON,29/08/2020,No,False
1028,Mouse pad si cooler laptop,-101.86,Electronics,Cash,RON,28/08/2020,No,False
1029,Donner XXL,-10,Restaurants,Cash,RON,27/08/2020,No,False
1030,,-178.43,Water Bill,Cash,RON,27/08/2020,No,False
1031,,-69.83,Internet Bill,Cash,RON,27/08/2020,No,False
1032,Bere,-10,Food & Beverage,Cash,RON,26/08/2020,No,False
1033,McDonald's,-12,Restaurants,Cash,RON,26/08/2020,No,False
1034,Print shop,-6,Other Expense,Cash,RON,26/08/2020,No,False
1035,Cotton,-173,Food & Beverage,Cash,RON,25/08/2020,No,False
1036,Profi,-52.53,Restaurants,Cash,RON,25/08/2020,No,False
1037,Fan Courier,-55,Other Expense,Cash,RON,25/08/2020,No,False
1038,Tudi,100,Gifts,Cash,RON,25/08/2020,No,False
1039,Ady,100,Gifts,Cash,RON,25/08/2020,No,False
1040,Mama,350,Gifts,Cash,RON,25/08/2020,No,False
1041,Nobil sushi,-110,Restaurants,Cash,RON,23/08/2020,No,False
1042,Auchan,-469.9,Restaurants,Cash,RON,22/08/2020,No,False
1043,,-150.5,Petrol,Cash,RON,22/08/2020,No,False
1044,Piadina,-9,Restaurants,Cash,RON,18/08/2020,No,False
1045,Penny,-22.87,Restaurants,Cash,RON,18/08/2020,No,False
1046,Taxa emitere CI,-7,Fees & Charges,Cash,RON,15/08/2020,No,False
1047,Profi,-68.14,Restaurants,Cash,RON,14/08/2020,No,False
1048,La ses,-50,Restaurants,Cash,RON,12/08/2020,No,False
1049,,-52.4,Personal Care,Cash,RON,12/08/2020,No,False
1050,Limonadă,-20,Food & Beverage,Cash,RON,11/08/2020,No,False
1051,Profi,-23.15,Restaurants,Cash,RON,11/08/2020,No,False
1052,Profi,-42.63,Restaurants,Cash,RON,08/08/2020,No,False
1053,Euphoria,-41,Restaurants,Cash,RON,08/08/2020,No,False
1054,,-260.14,Petrol,Cash,RON,08/08/2020,No,False
1055,,-28.57,Petrol,Cash,RON,08/08/2020,No,False
1056,,-10,Taxi,Cash,RON,07/08/2020,No,False
1057,Volk,-50,Friends & Lover,Cash,RON,07/08/2020,No,False
1058,Mască,-3,Health & Fitness,Cash,RON,07/08/2020,No,False
1059,Taxa Extras carte funciara,-60,Fees & Charges,Cash,RON,07/08/2020,No,False
1060,Amenda viteza,-435,Fees & Charges,Cash,RON,07/08/2020,No,False
1061,,3343,Salary,Cash,RON,07/08/2020,No,False
1062,Pizza,-75,Restaurants,Cash,RON,06/08/2020,No,False
1063,"Apa, suc si chipsuri",-16.16,Food & Beverage,Cash,RON,05/08/2020,No,False
1064,Bonuri masa,252,Salary,Cash,RON,05/08/2020,No,False
1065,,-224.14,Petrol,Cash,RON,03/08/2020,No,False
1066,Laura,-7,Friends & Lover,Cash,RON,03/08/2020,No,False
1067,,-36,Parking Fees,Cash,RON,01/08/2020,No,False
1068,Pantofi,-50,Footwear,Cash,RON,01/08/2020,No,False
1069,Bere,-30,Food & Beverage,Cash,RON,31/07/2020,No,False
1070,,-135.43,Water Bill,Cash,RON,31/07/2020,No,False
1071,,-63.42,Electricity Bill,Cash,RON,31/07/2020,No,False
1072,,-72.34,Internet Bill,Cash,RON,31/07/2020,No,False
1073,Cravata,-60,Clothing,Cash,RON,31/07/2020,No,False
1074,Șampanie si sucuri,-131.52,Family,Cash,RON,31/07/2020,No,False
1075,Prăjituri,-149.85,Family,Cash,RON,31/07/2020,No,False
1076,La ses,-50,Restaurants,Cash,RON,30/07/2020,No,False
1077,Profi,-113.31,Restaurants,Cash,RON,29/07/2020,No,False
1078,Pizza,-10,Restaurants,Cash,RON,27/07/2020,No,False
1079,Bere,-7.38,Food & Beverage,Cash,RON,24/07/2020,No,False
1080,Bere,-10,Food & Beverage,Cash,RON,22/07/2020,No,False
1081,Profi,-15.47,Restaurants,Cash,RON,22/07/2020,No,False
1082,Pubg pass,-48.35,Games,Cash,RON,22/07/2020,No,False
1083,Donner XXL,-58,Restaurants,Cash,RON,20/07/2020,No,False
1084,Profi,-91.71,Restaurants,Cash,RON,19/07/2020,No,False
1085,Profi,-43.65,Restaurants,Cash,RON,18/07/2020,No,False
1086,Shanghai,-8.5,Restaurants,Cash,RON,18/07/2020,No,False
1087,Laptop Lenovo Legion 5,-600,Electronics,Cash,RON,17/07/2020,No,False
1088,Analize - RPR,-16,Doctor,Cash,RON,17/07/2020,No,False
1089,Pablito,-35.1,Restaurants,Cash,RON,14/07/2020,No,False
1090,Profi,-38.95,Restaurants,Cash,RON,13/07/2020,No,False
1091,,-180.46,Petrol,Cash,RON,13/07/2020,No,False
1092,,-71.24,Electricity Bill,Cash,RON,09/07/2020,No,False
1093,Burger beyond meat,-102,Restaurants,Cash,RON,08/07/2020,No,False
1094,Kaufland,-16.86,Restaurants,Cash,RON,07/07/2020,No,False
1095,Spray repelent,-25,Pharmacy,Cash,RON,07/07/2020,No,False
1096,Profi,-8,Restaurants,Cash,RON,06/07/2020,No,False
1097,Profi,-97.47,Restaurants,Cash,RON,05/07/2020,No,False
1098,,-36.2,Petrol,Cash,RON,05/07/2020,No,False
1099,La ses,-50,Restaurants,Cash,RON,04/07/2020,No,False
1100,,3096,Salary,Cash,RON,03/07/2020,No,False
1101,Bonuri masa,266,Salary,Cash,RON,03/07/2020,No,False
1102,Parcare 6 luni,-600,Parking Fees,Cash,RON,01/07/2020,No,False
1103,,-50,Family,Cash,RON,01/07/2020,No,False
1104,Adjust Balance,162.06,Other Income,Cash,RON,01/07/2020,No,True
1105,Profi,-77.53,Restaurants,Cash,RON,30/06/2020,No,False
1106,,-173.37,Water Bill,Cash,RON,30/06/2020,No,False
1107,,-71.11,Internet Bill,Cash,RON,30/06/2020,No,False
1108,Bere,-5.98,Food & Beverage,Cash,RON,29/06/2020,No,False
1109,Dirt Rally 2.0,-80.74,Games,Cash,RON,28/06/2020,No,False
1110,Bere,-51,Food & Beverage,Cash,RON,26/06/2020,No,False
1111,Kaufland,-242.54,Restaurants,Cash,RON,21/06/2020,No,False
1112,Bere,-7,Food & Beverage,Cash,RON,19/06/2020,No,False
1113,Big Belly,-70,Restaurants,Cash,RON,18/06/2020,No,False
1114,La ses,-50,Restaurants,Cash,RON,16/06/2020,No,False
1115,Doru,-241.82,Friends & Lover,Cash,RON,15/06/2020,No,False
1116,DM,-33.44,Health & Fitness,Cash,RON,15/06/2020,No,False
1117,Energizant,-3,Food & Beverage,Cash,RON,13/06/2020,No,False
1118,Hanul Pietrosu,-26,Restaurants,Cash,RON,13/06/2020,No,False
1119,,-55,Petrol,Cash,RON,13/06/2020,No,False
1120,,-5,Charity,Cash,RON,13/06/2020,No,False
1121,,-232.08,Petrol,Cash,RON,12/06/2020,No,False
1122,Pantofi drumeție,-80,Sports,Cash,RON,12/06/2020,No,False
1123,Căști USB,-44.91,Electronics,Cash,RON,11/06/2020,No,False
1124,,-66.37,Electricity Bill,Cash,RON,10/06/2020,No,False
1125,Laura,700,Gifts,Cash,RON,10/06/2020,No,False
1126,O Peter's,-34,Café,Cash,RON,08/06/2020,No,False
1127,Profi,-56.63,Restaurants,Cash,RON,07/06/2020,No,False
1128,Ronin sushi,-192.96,Restaurants,Cash,RON,06/06/2020,No,False
1129,Profi,-33.94,Restaurants,Cash,RON,04/06/2020,No,False
1130,,3096,Salary,Cash,RON,04/06/2020,No,False
1131,Bonuri masa,280,Salary,Cash,RON,04/06/2020,No,False
1132,Bere,-7.88,Food & Beverage,Cash,RON,31/05/2020,No,False
1133,Pablito,-26,Restaurants,Cash,RON,29/05/2020,No,False
1134,Kaufland,-466.24,Restaurants,Cash,RON,28/05/2020,No,False
1135,Navigatie Android,-953.3,Maintenance,Cash,RON,27/05/2020,No,False
1136,,-212.33,Water Bill,Cash,RON,26/05/2020,No,False
1137,,-71,Internet Bill,Cash,RON,26/05/2020,No,False
1138,Mașina de spălat,-1474.9,Home Improvement,Cash,RON,24/05/2020,No,False
1139,McDonald's,-50,Restaurants,Cash,RON,23/05/2020,No,False
1140,Schimb anvelope,-50,Maintenance,Cash,RON,23/05/2020,No,False
1141,La ses,-40,Restaurants,Cash,RON,20/05/2020,No,False
1142,Spalare interior/exterior,-55,Maintenance,Cash,RON,18/05/2020,No,False
1143,Suc,-9.5,Food & Beverage,Cash,RON,16/05/2020,No,False
1144,Roșii,-10,Restaurants,Cash,RON,16/05/2020,No,False
1145,Rovinieta,-136,Maintenance,Cash,RON,16/05/2020,No,False
1146,Laura,-210,Friends & Lover,Cash,RON,15/05/2020,No,False
1147,Profi,-129.26,Restaurants,Cash,RON,13/05/2020,No,False
1148,La ses,-50,Restaurants,Cash,RON,12/05/2020,No,False
1149,Bogdan,-261.89,Friends & Lover,Cash,RON,09/05/2020,No,False
1150,,-69,Electricity Bill,Cash,RON,07/05/2020,No,False
1151,Profi,-137.32,Restaurants,Cash,RON,06/05/2020,No,False
1152,,3100,Salary,Cash,RON,06/05/2020,No,False
1153,Bonus SDL,425,Gifts,Cash,RON,06/05/2020,No,False
1154,Bonuri masa,280,Salary,Cash,RON,05/05/2020,No,False
1155,Profi,-186.65,Restaurants,Cash,RON,03/05/2020,No,False
1156,La șes,-50,Restaurants,Cash,RON,03/05/2020,No,False
1157,RCA,-910,Maintenance,Cash,RON,03/05/2020,No,False
1158,,-2500,Family,Cash,RON,03/05/2020,No,False
1159,,-125.31,Water Bill,Cash,RON,29/04/2020,No,False
1160,,-71.19,Internet Bill,Cash,RON,29/04/2020,No,False
