ID,Note,Amount,Category,Account,Currency,Date,Event,Exclude Report
1168,,-63.42,Electricity Bill,Cash,RON,31/07/2020,No,False
1169,,-72.34,Internet Bill,Cash,RON,31/07/2020,No,False
1170,Cravata,-60,Clothing,Cash,RON,31/07/2020,No,False
1171,Șampanie si sucuri,-131.52,Family,Cash,RON,31/07/2020,No,False
1172,Prăjituri,-149.85,Family,Cash,RON,31/07/2020,No,False
1173,La ses,-50,Restaurants,Cash,RON,30/07/2020,No,False
1174,Profi,-113.31,Restaurants,Cash,RON,29/07/2020,No,False
1175,Pizza,-10,Restaurants,Cash,RON,27/07/2020,No,False
1176,Bere,-7.38,Food & Beverage,Cash,RON,24/07/2020,No,False
1177,Bere,-10,Food & Beverage,Cash,RON,22/07/2020,No,False
1178,Profi,-15.47,Restaurants,Cash,RON,22/07/2020,No,False
1179,Pubg pass,-48.35,Games,Cash,RON,22/07/2020,No,False
1180,Donner XXL,-58,Restaurants,Cash,RON,20/07/2020,No,False
1181,Profi,-91.71,Restaurants,Cash,RON,19/07/2020,No,False
1182,Profi,-43.65,Restaurants,Cash,RON,18/07/2020,No,False
1183,Shanghai,-8.5,Restaurants,Cash,RON,18/07/2020,No,False
1184,Laptop Lenovo Legion 5,-600,Electronics,Cash,RON,17/07/2020,No,False
1185,Analize - RPR,-16,Doctor,Cash,RON,17/07/2020,No,False
1186,Pablito,-35.1,Restaurants,Cash,RON,14/07/2020,No,False
1187,Profi,-38.95,Restaurants,Cash,RON,13/07/2020,No,False
1188,,-180.46,Petrol,Cash,RON,13/07/2020,No,False
1189,,-71.24,Electricity Bill,Cash,RON,09/07/2020,No,False
1190,Burger beyond meat,-102,Restaurants,Cash,RON,08/07/2020,No,False
1191,Kaufland,-16.86,Restaurants,Cash,RON,07/07/2020,No,False
1192,Spray repelent,-25,Pharmacy,Cash,RON,07/07/2020,No,False
1193,Profi,-8,Restaurants,Cash,RON,06/07/2020,No,False
1194,Profi,-97.47,Restaurants,Cash,RON,05/07/2020,No,False
1195,,-36.2,Petrol,Cash,RON,05/07/2020,No,False
1196,La ses,-50,Restaurants,Cash,RON,04/07/2020,No,False
1197,,3096,Salary,Cash,RON,03/07/2020,No,False
1198,Bonuri masa,266,Salary,Cash,RON,03/07/2020,No,False
1199,Parcare 6 luni,-600,Parking Fees,Cash,RON,01/07/2020,No,False
1200,,-50,Family,Cash,RON,01/07/2020,No,False
1201,Adjust Balance,162.06,Other Income,Cash,RON,01/07/2020,No,True
1202,Profi,-77.53,Restaurants,Cash,RON,30/06/2020,No,False
1203,,-173.37,Water Bill,Cash,RON,30/06/2020,No,False
1204,,-71.11,Internet Bill,Cash,RON,30/06/2020,No,False
1205,Bere,-5.98,Food & Beverage,Cash,RON,29/06/2020,No,False
1206,Dirt Rally 2.0,-80.74,Games,Cash,RON,28/06/2020,No,False
1207,Bere,-51,Food & Beverage,Cash,RON,26/06/2020,No,False
1208,Kaufland,-242.54,Restaurants,Cash,RON,21/06/2020,No,False
1209,Bere,-7,Food & Beverage,Cash,RON,19/06/2020,No,False
1210,Big Belly,-70,Restaurants,Cash,RON,18/06/2020,No,False
1211,La ses,-50,Restaurants,Cash,RON,16/06/2020,No,False
1212,Doru,-241.82,Friends & Lover,Cash,RON,15/06/2020,No,False
1213,DM,-33.44,Health & Fitness,Cash,RON,15/06/2020,No,False
1214,Energizant,-3,Food & Beverage,Cash,RON,13/06/2020,No,False
1215,Hanul Pietrosu,-26,Restaurants,Cash,RON,13/06/2020,No,False
1216,,-55,Petrol,Cash,RON,13/06/2020,No,False
1217,,-5,Charity,Cash,RON,13/06/2020,No,False
1218,,-232.08,Petrol,Cash,RON,12/06/2020,No,False
1219,Pantofi drumeție,-80,Sports,Cash,RON,12/06/2020,No,False
1220,Căști USB,-44.91,Electronics,Cash,RON,11/06/2020,No,False
1221,,-66.37,Electricity Bill,Cash,RON,10/06/2020,No,False
1222,Laura,700,Gifts,Cash,RON,10/06/2020,No,False
1223,O Peter's,-34,Café,Cash,RON,08/06/2020,No,False
1224,Profi,-56.63,Restaurants,Cash,RON,07/06/2020,No,False
1225,Ronin sushi,-192.96,Restaurants,Cash,RON,06/06/2020,No,False
1226,Profi,-33.94,Restaurants,Cash,RON,04/06/2020,No,False
1227,,3096,Salary,Cash,RON,04/06/2020,No,False
1228,Bonuri masa,280,Salary,Cash,RON,04/06/2020,No,False
1229,Bere,-7.88,Food & Beverage,Cash,RON,31/05/2020,No,False
1230,Pablito,-26,Restaurants,Cash,RON,29/05/2020,No,False
1231,Kaufland,-466.24,Restaurants,Cash,RON,28/05/2020,No,False
1232,Navigatie Android,-953.3,Maintenance,Cash,RON,27/05/2020,No,False
1233,,-212.33,Water Bill,Cash,RON,26/05/2020,No,False
1234,,-71,Internet Bill,Cash,RON,26/05/2020,No,False
1235,Mașina de spălat,-1474.9,Home Improvement,Cash,RON,24/05/2020,No,False
1236,McDonald's,-50,Restaurants,Cash,RON,23/05/2020,No,False
1237,Schimb anvelope,-50,Maintenance,Cash,RON,23/05/2020,No,False
1238,La ses,-40,Restaurants,Cash,RON,20/05/2020,No,False
1239,Spalare interior/exterior,-55,Maintenance,Cash,RON,18/05/2020,No,False
1240,Suc,-9.5,Food & Beverage,Cash,RON,16/05/2020,No,False
1241,Roșii,-10,Restaurants,Cash,RON,16/05/2020,No,False
1242,Rovinieta,-136,Maintenance,Cash,RON,16/05/2020,No,False
1243,Laura,-210,Friends & Lover,Cash,RON,15/05/2020,No,False
1244,Profi,-129.26,Restaurants,Cash,RON,13/05/2020,No,False
1245,La ses,-50,Restaurants,Cash,RON,12/05/2020,No,False
1246,Bogdan,-261.89,Friends & Lover,Cash,RON,09/05/2020,No,False
1247,,-69,Electricity Bill,Cash,RON,07/05/2020,No,False
1248,Profi,-137.32,Restaurants,Cash,RON,06/05/2020,No,False
1249,,3100,Salary,Cash,RON,06/05/2020,No,False
1250,Bonus SDL,425,Gifts,Cash,RON,06/05/2020,No,False
1251,Bonuri masa,280,Salary,Cash,RON,05/05/2020,No,False
1252,Profi,-186.65,Restaurants,Cash,RON,03/05/2020,No,False
1253,La șes,-50,Restaurants,Cash,RON,03/05/2020,No,False
1254,RCA,-910,Maintenance,Cash,RON,03/05/2020,No,False
1255,,-2500,Family,Cash,RON,03/05/2020,No,False
1256,,-125.31,Water Bill,Cash,RON,29/04/2020,No,False
1257,,-71.19,Internet Bill,Cash,RON,29/04/2020,No,False
1258,Pâine,-4.2,Restaurants,Cash,RON,27/04/2020,No,False
1259,Profi,-277.51,Restaurants,Cash,RON,26/04/2020,No,False
1260,La ses,-50,Restaurants,Cash,RON,25/04/2020,No,False
1261,Sabina,80,Gifts,Cash,RON,23/04/2020,No,False
1262,Pubg pass,-48.39,Games,Cash,RON,22/04/2020,No,False
1263,Donație Wikipedia,-11.5,Gifts & Donations,Cash,RON,22/04/2020,No,False
1264,Kaufland,-9.78,Restaurants,Cash,RON,21/04/2020,No,False
1265,Decathlon,-210,Sports,Cash,RON,18/04/2020,No,False
1266,Profi,-265.26,Restaurants,Cash,RON,14/04/2020,No,False
1267,La ses,-39,Restaurants,Cash,RON,12/04/2020,No,False
1268,,-119.24,Water Bill,Cash,RON,12/04/2020,No,False
1269,,-61.78,Electricity Bill,Cash,RON,12/04/2020,No,False
1270,Resident Evil Revelations 2,-43.15,Games,Cash,RON,12/04/2020,No,False
1271,,3180,Salary,Cash,RON,06/04/2020,No,False
1272,Bonus SDL,2488,Gifts,Cash,RON,06/04/2020,No,False
1273,Bonuri masa,308,Salary,Cash,RON,03/04/2020,No,False
1274,Premium War Thunder,-79.78,Games,Cash,RON,31/03/2020,No,False
1275,Adjust Balance,-200.53,Other Expense,Cash,RON,31/03/2020,No,True
1276,Scaun,-302.6,Home Improvement,Cash,RON,29/03/2020,No,False
1277,Profi,-303.38,Restaurants,Cash,RON,27/03/2020,No,False
1278,,-70.44,Internet Bill,Cash,RON,27/03/2020,No,False
1279,Nurofen,-20.75,Pharmacy,Cash,RON,27/03/2020,No,False
1280,La fântâna,-18.25,Restaurants,Cash,RON,21/03/2020,No,False
1281,Laura,-230,Friends & Lover,Cash,RON,19/03/2020,No,False
1282,,-35.67,Restaurants,Cash,RON,16/03/2020,No,False
1283,Cora,-396.9,Restaurants,Cash,RON,15/03/2020,No,False
1284,,-98.89,Petrol,Cash,RON,15/03/2020,No,False
1285,"Ghiozdan, husa ghiozdan",-99.89,Sports,Cash,RON,15/03/2020,No,False
1286,Bere,-29.69,Food & Beverage,Cash,RON,13/03/2020,No,False
1287,Salată,-22,Restaurants,Cash,RON,12/03/2020,No,False
1288,,-2500,Family,Cash,RON,11/03/2020,No,False
1289,Impozit,-443,Other Expense,Cash,RON,11/03/2020,No,False
1290,Salată,-20,Restaurants,Cash,RON,10/03/2020,No,False
1291,Fresh box,-15,Restaurants,Cash,RON,09/03/2020,No,False
1292,Auchan,-302.79,Shopping,Cash,RON,08/03/2020,No,False
1293,Laura,500,Gifts,Cash,RON,06/03/2020,No,False
1294,Bere,-10,Food & Beverage,Cash,RON,05/03/2020,No,False
1295,Fresh box,-19,Restaurants,Cash,RON,05/03/2020,No,False
1296,"Orange, Laura",-28.97,Phone Bill,Cash,RON,05/03/2020,No,False
1297,Laura,-50,Friends & Lover,Cash,RON,05/03/2020,No,False
1298,Adjust Balance,-48.69,Other Expense,Cash,RON,05/03/2020,No,True
1299,,3187,Salary,Cash,RON,05/03/2020,No,False
1300,Bonuri masa,238,Salary,Cash,RON,05/03/2020,No,False
1301,Vin,-11,Food & Beverage,Cash,RON,04/03/2020,No,False
1302,Agape,-21,Restaurants,Cash,RON,04/03/2020,No,False
1303,Avans Photobooth,-200,Family,Cash,RON,04/03/2020,No,False
1304,Bilete Sabaton,-387,Entertainment,Cash,RON,01/03/2020,No,False
1305,Vin,-28,Food & Beverage,Cash,RON,29/02/2020,No,False
1306,Profi,-98.32,Restaurants,Cash,RON,29/02/2020,No,False
1307,Bilet CTP,-2.5,Transportation,Cash,RON,29/02/2020,No,False
1308,Cartofi Adriana,-20,Family,Cash,RON,29/02/2020,No,False
1309,Bere,-10,Food & Beverage,Cash,RON,28/02/2020,No,False
1310,Mărțișoare,-25,Friends & Lover,Cash,RON,28/02/2020,No,False
1311,Bere,-49,Food & Beverage,Cash,RON,27/02/2020,No,False
1312,Shadow,-51,Restaurants,Cash,RON,27/02/2020,No,False
1313,Mega Image,-13.48,Restaurants,Cash,RON,26/02/2020,No,False
1314,Fresh box,-16,Restaurants,Cash,RON,26/02/2020,No,False
1315,Pablito,-12,Restaurants,Cash,RON,25/02/2020,No,False
1316,,-66.09,Internet Bill,Cash,RON,25/02/2020,No,False
1317,Mihael - pentru Ungaria,180,Other Income,Cash,RON,25/02/2020,No,False
1318,Fresh box,-19,Restaurants,Cash,RON,24/02/2020,No,False
1319,Dora - pentru Ungaria,186,Other Income,Cash,RON,23/02/2020,No,False
1320,Degustare Motel Gilău,-160,Restaurants,Cash,RON,22/02/2020,No,False
1321,La șes,-40,Restaurants,Cash,RON,22/02/2020,No,False
1322,,-156.57,Petrol,Cash,RON,22/02/2020,No,False
1323,Bogdan - pentru Ungaria,173.98,Other Income,Cash,RON,22/02/2020,No,False
1324,The buffet Baia Mare,-140,Restaurants,Cash,RON,21/02/2020,No,False
1325,,-293.21,Petrol,Cash,RON,21/02/2020,No,False
1326,Ridicare mașină Budapesta,-317.75,Fees & Charges,Cash,RON,21/02/2020,No,False
1327,Trofeo grill Budapest,-141.91,Restaurants,Cash,RON,20/02/2020,No,False
1328,Aldi,-27.21,Restaurants,Cash,RON,19/02/2020,No,False
1329,Pizza,-27,Restaurants,Cash,RON,19/02/2020,No,False
1330,Vigneta Ungaria,-70,Transportation,Cash,RON,19/02/2020,No,False
1331,,-85,Petrol,Cash,RON,19/02/2020,No,False
1332,Fresh box,-14,Restaurants,Cash,RON,18/02/2020,No,False
1333,Carrefour,-160.15,Restaurants,Cash,RON,16/02/2020,No,False
1334,London Brothers,-36,Restaurants,Cash,RON,15/02/2020,No,False
1335,Apa,-5.2,Restaurants,Cash,RON,14/02/2020,No,False
1336,Spartan,-44.48,Restaurants,Cash,RON,14/02/2020,No,False
1337,Laura,-15.29,Friends & Lover,Cash,RON,14/02/2020,No,False
1338,ITP,-150,Maintenance,Cash,RON,13/02/2020,No,False
1339,Fresh box,-19,Restaurants,Cash,RON,12/02/2020,No,False
1340,Mega Image,-1.99,Restaurants,Cash,RON,11/02/2020,No,False
1341,Babgulyas,-11.2,Restaurants,Cash,RON,09/02/2020,No,False
1342,Parfum auto,-30,Maintenance,Cash,RON,09/02/2020,No,False
1343,Detergent rufe,-33.7,Shopping,Cash,RON,09/02/2020,No,False
1344,Medicamente Ady,-50,Pharmacy,Cash,RON,09/02/2020,No,False
1345,Bere,-70,Food & Beverage,Cash,RON,08/02/2020,No,False
1346,La șes,-20,Restaurants,Cash,RON,08/02/2020,No,False
1347,,-15,Taxi,Cash,RON,08/02/2020,No,False
1348,Bilet CTP,-2.5,Transportation,Cash,RON,07/02/2020,No,False
1349,Powerball,-100,Sports,Cash,RON,07/02/2020,No,False
1350,Mega Image,-6.5,Restaurants,Cash,RON,06/02/2020,No,False
1351,Avans decor,-500,Family,Cash,RON,06/02/2020,No,False
1352,,3175,Salary,Cash,RON,06/02/2020,No,False
1353,Paste,-4,Restaurants,Cash,RON,05/02/2020,No,False
1354,Bonuri masa,266,Salary,Cash,RON,05/02/2020,No,False
1355,Fresh box,-19,Restaurants,Cash,RON,04/02/2020,No,False
1356,Fresh box,-15.5,Restaurants,Cash,RON,03/02/2020,No,False
1357,"Orange, Laura",-28.79,Phone Bill,Cash,RON,03/02/2020,No,False
1358,Taxa Extras carte funciara,-60,Fees & Charges,Cash,RON,03/02/2020,No,False
1359,Profi,-110.2,Restaurants,Cash,RON,02/02/2020,No,False
1360,,-125.6,Petrol,Cash,RON,01/02/2020,No,False
1361,McDonald's,-16.5,Restaurants,Cash,RON,30/01/2020,No,False
1362,,-74.03,Internet Bill,Cash,RON,30/01/2020,No,False
1363,Apa,-3,Food & Beverage,Cash,RON,29/01/2020,No,False
1364,Mega Image,-6,Restaurants,Cash,RON,29/01/2020,No,False
1365,Fresh box,-16,Restaurants,Cash,RON,29/01/2020,No,False
1366,,-62.2,Electricity Bill,Cash,RON,29/01/2020,No,False
1367,,-2500,Family,Cash,RON,29/01/2020,No,False
1368,Mega Image,-17.4,Restaurants,Cash,RON,28/01/2020,No,False
1369,Bilet CTP,-5,Transportation,Cash,RON,28/01/2020,No,False
1370,Schimb proiector,-150,Maintenance,Cash,RON,27/01/2020,No,False
1371,Bulgakov,-206.2,Restaurants,Cash,RON,26/01/2020,No,False
1372,Pubg pass,-47.77,Games,Cash,RON,24/01/2020,No,False
1373,Agape,-35.8,Restaurants,Cash,RON,23/01/2020,No,False
1374,,-132,Water Bill,Cash,RON,23/01/2020,No,False
1375,Fresh box,-14,Restaurants,Cash,RON,22/01/2020,No,False
1376,Fresh box,-19,Restaurants,Cash,RON,21/01/2020,No,False
1377,BT,-1,Fees & Charges,Cash,RON,21/01/2020,No,False
1378,La șes,-60,Restaurants,Cash,RON,19/01/2020,No,False
1379,Cazare Budapesta,-254.96,Travel,Cash,RON,19/01/2020,No,False
1380,Nobil sushi,-55,Restaurants,Cash,RON,18/01/2020,No,False
1381,Invitatii nuntă,-187,Family,Cash,RON,18/01/2020,No,False
1382,Vlad Nedelea,-15,Friends & Lover,Cash,RON,14/01/2020,No,False
1383,Tarancuta,-10,Restaurants,Cash,RON,13/01/2020,No,False
1384,Profi,-25.05,Restaurants,Cash,RON,12/01/2020,No,False
1385,Big Belly,-52,Restaurants,Cash,RON,11/01/2020,No,False
1386,Fresh box,-14,Restaurants,Cash,RON,09/01/2020,No,False
1387,Fresh box,-18,Restaurants,Cash,RON,08/01/2020,No,False
1388,,-63.23,Electricity Bill,Cash,RON,08/01/2020,No,False
1389,Laura,1000,Gifts,Cash,RON,08/01/2020,No,False
1390,Fresh box,-18,Restaurants,Cash,RON,07/01/2020,No,False
1391,,3150,Salary,Cash,RON,07/01/2020,No,False
1392,Bonuri masa,210,Salary,Cash,RON,07/01/2020,No,False
1393,Profi,-72.13,Restaurants,Cash,RON,06/01/2020,No,False
1394,Fresh box,-7.5,Restaurants,Cash,RON,06/01/2020,No,False
1395,Parcare 6 luni,-600,Parking Fees,Cash,RON,06/01/2020,No,False
1396,Mama,20,Gifts,Cash,RON,06/01/2020,No,False
1397,Bere,-35,Food & Beverage,Cash,RON,05/01/2020,No,False
1398,,-275,Petrol,Cash,RON,05/01/2020,No,False
1399,Camere 29,-29.8,Bike,Cash,RON,05/01/2020,No,False
1400,Bilet CTP,-2.5,Transportation,Cash,RON,04/01/2020,No,False
1401,Tudi,-60,Friends & Lover,Cash,RON,04/01/2020,No,False
1402,"Orange, Laura",-28.44,Phone Bill,Cash,RON,03/01/2020,No,False
1403,Frigider,-2329.99,Home Improvement,Cash,RON,03/01/2020,No,False
1404,Cora,-104.75,Restaurants,Cash,RON,02/01/2020,No,False
1405,Camera și unelte bicicleta,-104.7,Bike,Cash,RON,01/01/2020,No,False
1406,Vlad,-100,Friends & Lover,Cash,RON,30/12/2019,No,False
1407,,-57.69,Internet Bill,Cash,RON,28/12/2019,No,False
1408,La șes,-20,Restaurants,Cash,RON,27/12/2019,No,False
1409,,-24.5,Movies,Cash,RON,25/12/2019,No,False
1410,Mama,300,Gifts,Cash,RON,23/12/2019,No,False
1411,Bere,-12,Food & Beverage,Cash,RON,21/12/2019,No,False
1412,,-119,Water Bill,Cash,RON,19/12/2019,No,False
1413,Profi,-45.75,Restaurants,Cash,RON,18/12/2019,No,False
1414,Shanghai,-17,Restaurants,Cash,RON,18/12/2019,No,False
1415,Bilet CTP,-5,Transportation,Cash,RON,17/12/2019,No,False
1416,Mega Image,-20.05,Restaurants,Cash,RON,16/12/2019,No,False
1417,,-20,Taxi,Cash,RON,14/12/2019,No,False
1418,Profi,-13.38,Restaurants,Cash,RON,13/12/2019,No,False
1419,Sandwich,-6,Restaurants,Cash,RON,13/12/2019,No,False
1420,Bilet CTP,-2.5,Transportation,Cash,RON,13/12/2019,No,False
1421,Antifurt bicicleta,-120,Transportation,Cash,RON,13/12/2019,No,False
1422,,-178.25,Petrol,Cash,RON,13/12/2019,No,False
1423,Moștenire cont tata,1170.79,Other Income,Cash,RON,13/12/2019,No,False
1424,Agape,-38.25,Restaurants,Cash,RON,12/12/2019,No,False
1425,,-120,Water Bill,Cash,RON,12/12/2019,No,False
1426,,-137.05,Gas Bill,Cash,RON,12/12/2019,No,False
1427,Agape,-19,Restaurants,Cash,RON,11/12/2019,No,False
1428,Fresh box,-18,Restaurants,Cash,RON,10/12/2019,No,False
1429,Ciocolată,-17.84,Restaurants,Cash,RON,10/12/2019,No,False
1430,Ciocolată,-10.8,Restaurants,Cash,RON,08/12/2019,No,False
1431,Vulpe pluș Laura,-30,Friends & Lover,Cash,RON,08/12/2019,No,False
1432,Vin Nagy tata,-22,Friends & Lover,Cash,RON,08/12/2019,No,False
1433,Cadou Crăciun fetiță,-75.63,Charity,Cash,RON,08/12/2019,No,False
1434,,3150,Salary,Cash,RON,06/12/2019,No,False
1435,Irish,-35.97,Restaurants,Cash,RON,04/12/2019,No,False
1436,Agape,-24,Restaurants,Cash,RON,04/12/2019,No,False
1437,Bonuri masa,294,Salary,Cash,RON,04/12/2019,No,False
1438,Mega Image,-21.82,Restaurants,Cash,RON,03/12/2019,No,False
1439,McDonald's,-16.5,Restaurants,Cash,RON,02/12/2019,No,False
1440,Pizza hut,-21,Restaurants,Cash,RON,30/11/2019,No,False
1441,"Suc, apa",-8.8,Restaurants,Cash,RON,30/11/2019,No,False
1442,Dedeman - broaște uși,-54.18,Home Improvement,Cash,RON,30/11/2019,No,False
1443,Fresh box,-14,Restaurants,Cash,RON,28/11/2019,No,False
1444,Fresh box,-18,Restaurants,Cash,RON,27/11/2019,No,False
1445,Tarancuta,-5,Restaurants,Cash,RON,26/11/2019,No,False
1446,,-51.12,Internet Bill,Cash,RON,26/11/2019,No,False
1447,Agape,-19,Restaurants,Cash,RON,25/11/2019,No,False
1448,Big Belly,-60,Restaurants,Cash,RON,24/11/2019,No,False
1449,Spalare interior/exterior,-55,Maintenance,Cash,RON,23/11/2019,No,False
1450,Revizie centrala,-140,Gas Bill,Cash,RON,22/11/2019,No,False
1451,Revizie bicicleta,-145,Bike,Cash,RON,22/11/2019,No,False
1452,Profi,-77.46,Shopping,Cash,RON,20/11/2019,No,False
1453,Agape,-19,Restaurants,Cash,RON,19/11/2019,No,False
1454,Fresh box,-18,Restaurants,Cash,RON,18/11/2019,No,False
1455,La șes,-50,Restaurants,Cash,RON,16/11/2019,No,False
1456,Bere,-67,Food & Beverage,Cash,RON,14/11/2019,No,False
1457,Mega Image,-13.55,Restaurants,Cash,RON,14/11/2019,No,False
1458,Mega Image,-3.84,Restaurants,Cash,RON,13/11/2019,No,False
1459,,-41.35,Gas Bill,Cash,RON,13/11/2019,No,False
1460,Revizie + schimb ulei transmisie,-700,Maintenance,Cash,RON,13/11/2019,No,False
1461,Mega Image,-5.95,Restaurants,Cash,RON,12/11/2019,No,False
1462,Laura,-5,Friends & Lover,Cash,RON,12/11/2019,No,False
1463,Fresh box,-13,Restaurants,Cash,RON,11/11/2019,No,False
1464,7card,-89,Sports,Cash,RON,11/11/2019,No,False
1465,Agape,-18,Restaurants,Cash,RON,07/11/2019,No,False
1466,Agape,-16,Restaurants,Cash,RON,06/11/2019,No,False
1467,Bilet CTP,-2.5,Transportation,Cash,RON,06/11/2019,No,False
1468,Tovani,-21.7,Shopping,Cash,RON,06/11/2019,No,False
1469,,3595,Salary,Cash,RON,06/11/2019,No,False
1470,SSD M.2 Crucial,-549,Electronics,Cash,RON,05/11/2019,No,False
1471,Bonuri masa,308,Salary,Cash,RON,05/11/2019,No,False
1472,Fresh box,-18,Restaurants,Cash,RON,04/11/2019,No,False
1473,Orange,-23.79,Phone Bill,Cash,RON,04/11/2019,No,False
1474,Încărcător acumulatori,-29.99,Electronics,Cash,RON,04/11/2019,No,False
1475,Decathlon,-110.8,Sports,Cash,RON,04/11/2019,No,False
1476,Lidl,-132.85,Shopping,Cash,RON,02/11/2019,No,False
1477,Project Cars 2,-83.45,Games,Cash,RON,02/11/2019,No,False
1478,Adjust Balance,-229.92,Other Expense,Cash,RON,02/11/2019,No,True
1479,Laura,100,Gifts,Cash,RON,02/11/2019,No,False
1480,,-51.85,Electricity Bill,Cash,RON,01/11/2019,No,False
1481,,-270.1,Petrol,Cash,RON,01/11/2019,No,False
1482,Lumânări,-13.8,Other Expense,Cash,RON,01/11/2019,No,False
1483,"Orange, Laura",-28.31,Phone Bill,Cash,RON,31/10/2019,No,False
1484,Mama,100,Gifts,Cash,RON,30/10/2019,No,False
1485,Netflix,-25,Entertainment,Cash,RON,29/10/2019,No,False
1486,Mega Image,-5.7,Restaurants,Cash,RON,28/10/2019,No,False
1487,,-35.22,Internet Bill,Cash,RON,27/10/2019,No,False
1488,La opera,-18.5,Restaurants,Cash,RON,24/10/2019,No,False
1489,,-140,Water Bill,Cash,RON,24/10/2019,No,False
1490,Adaptor Display port - VGA,-58,Electronics,Cash,RON,24/10/2019,No,False
1491,,-3000,Family,Cash,RON,24/10/2019,No,False
1492,Pablito,-23.4,Restaurants,Cash,RON,23/10/2019,No,False
1493,Fresh box,-17,Restaurants,Cash,RON,22/10/2019,No,False
1494,Aniversare,-22.47,Friends & Lover,Cash,RON,22/10/2019,No,False
1495,Spartan,-29,Restaurants,Cash,RON,19/10/2019,No,False
1496,Carrefour,-16.17,Shopping,Cash,RON,19/10/2019,No,False
1497,Mega Image,-11.23,Restaurants,Cash,RON,17/10/2019,No,False
1498,Bilet una scurta,-70,Entertainment,Cash,RON,16/10/2019,No,False
1499,Șervețele ochelari,-12,Health & Fitness,Cash,RON,16/10/2019,No,False
1500,,-13,Charity,Cash,RON,16/10/2019,No,False
1501,Mega Image,-18.31,Restaurants,Cash,RON,15/10/2019,No,False
1502,,-55.7,Electricity Bill,Cash,RON,15/10/2019,No,False
1503,Bere,-10,Food & Beverage,Cash,RON,14/10/2019,No,False
1504,Mega Image,-24.97,Restaurants,Cash,RON,14/10/2019,No,False
1505,Remo Turda,-43,Restaurants,Cash,RON,12/10/2019,No,False
1506,Profi,-73.23,Shopping,Cash,RON,12/10/2019,No,False
1507,Bilete cheile Turzii,-12,Travel,Cash,RON,12/10/2019,No,False
1508,,-50.5,Pharmacy,Cash,RON,12/10/2019,No,False
1509,Bere,-46,Food & Beverage,Cash,RON,11/10/2019,No,False
1510,Pablito,-23.4,Restaurants,Cash,RON,10/10/2019,No,False
1511,Agape,-19.6,Restaurants,Cash,RON,09/10/2019,No,False
1512,7card,-89,Sports,Cash,RON,09/10/2019,No,False
1513,Mega Image,-18.72,Restaurants,Cash,RON,07/10/2019,No,False
1514,Laura,400,Gifts,Cash,RON,07/10/2019,No,False
1515,,-60,Restaurants,Cash,RON,05/10/2019,No,False
1516,Ochelari,-378,Health & Fitness,Cash,RON,04/10/2019,No,False
1517,,3145,Salary,Cash,RON,04/10/2019,No,False
1518,Agape,-22,Restaurants,Cash,RON,03/10/2019,No,False
1519,Tuns,-25,Personal Care,Cash,RON,03/10/2019,No,False
1520,Bonuri masa,266,Salary,Cash,RON,03/10/2019,No,False
1521,La șes,-55,Restaurants,Cash,RON,30/09/2019,No,False
1522,Avans ochelari,-250,Health & Fitness,Cash,RON,30/09/2019,No,False
1523,Revolut - Invitation bonus,50,Gifts,Cash,RON,30/09/2019,No,False
1524,Cora,-124.35,Shopping,Cash,RON,29/09/2019,No,False
1525,Bere,-21,Food & Beverage,Cash,RON,28/09/2019,No,False
1526,Irish,-30,Restaurants,Cash,RON,28/09/2019,No,False
1527,Mega Image,-13.66,Restaurants,Cash,RON,26/09/2019,No,False
1528,Laura,-5,Friends & Lover,Cash,RON,26/09/2019,No,False
1529,McDonald's,-16.5,Restaurants,Cash,RON,25/09/2019,No,False
1530,,-39.19,Internet Bill,Cash,RON,25/09/2019,No,False
1531,Agape,-21,Restaurants,Cash,RON,24/09/2019,No,False
1532,,-24.49,Phone Bill,Cash,RON,24/09/2019,No,False
1533,Bilete 5FDP,-456.67,Entertainment,Cash,RON,24/09/2019,No,False
1534,Pablito,-23.4,Restaurants,Cash,RON,23/09/2019,No,False
1535,,-70,Restaurants,Cash,RON,22/09/2019,No,False
1536,Catalina - pt. motorina,35,Gifts,Cash,RON,22/09/2019,No,False
1537,Carrefour,-321.14,Shopping,Cash,RON,21/09/2019,No,False
1538,Decathlon,-5.7,Sports,Cash,RON,21/09/2019,No,False
1539,Agape,-16,Restaurants,Cash,RON,19/09/2019,No,False
1540,Asociatie bloc,-123.5,Water Bill,Cash,RON,19/09/2019,No,False
1541,,-52.6,Gas Bill,Cash,RON,19/09/2019,No,False
1542,Il Milanese,-5,Restaurants,Cash,RON,18/09/2019,No,False
1543,Fresh box,-17,Restaurants,Cash,RON,17/09/2019,No,False
1544,,-700,Electronics,Cash,RON,17/09/2019,No,False
1545,Pablito,-19.8,Restaurants,Cash,RON,16/09/2019,No,False
1546,Amazfit Bip Laura,-200,Friends & Lover,Cash,RON,16/09/2019,No,False
1547,Soto Chef,-19,Restaurants,Cash,RON,12/09/2019,No,False
1548,Aquina,-12,Sports,Cash,RON,12/09/2019,No,False
1549,Agape,-19,Restaurants,Cash,RON,11/09/2019,No,False
1550,Pablito,-27,Restaurants,Cash,RON,09/09/2019,No,False
1551,7card,-89,Sports,Cash,RON,09/09/2019,No,False
1552,Bere,-250,Food & Beverage,Cash,RON,06/09/2019,No,False
1553,,-142,Electricity Bill,Cash,RON,06/09/2019,No,False
