ID,Note,Amount,Category,Account,Currency,Date,Event,Exclude Report
388,,-134.92,Water Bill,Cash,RON,29/05/2022,No,False
389,,-56.83,Internet Bill,Cash,RON,29/05/2022,No,False
390,,-3,Parking Fees,Cash,RON,29/05/2022,No,False
391,Bere,-47.19,Food & Beverage,Cash,RON,27/05/2022,No,False
392,Mega Image,-15.37,Restaurants,Cash,RON,27/05/2022,No,False
393,Profi,-52.5,Restaurants,Cash,RON,26/05/2022,No,False
394,Stradale,-30,Restaurants,Cash,RON,26/05/2022,No,False
395,"Gel dus, sampon",-45,Personal Care,Cash,RON,26/05/2022,No,False
396,Fresh box,-24,Restaurants,Cash,RON,25/05/2022,No,False
397,Fresh box,-28,Restaurants,Cash,RON,24/05/2022,No,False
398,Comoda camera IKEA,-1048,Home Improvement,Cash,RON,23/05/2022,No,False
399,Scaun si dulap birou,-818.72,Home Improvement,Cash,RON,23/05/2022,No,False
400,Mariflor,-34.04,Restaurants,Cash,RON,21/05/2022,No,False
401,,-476.36,Petrol,Cash,RON,21/05/2022,No,False
402,Rovinieta,-138.53,Maintenance,Cash,RON,21/05/2022,No,False
403,Bere,-11,Food & Beverage,Cash,RON,20/05/2022,No,False
404,Mariflor,-103.2,Restaurants,Cash,RON,20/05/2022,No,False
405,Mega Image,-25.95,Restaurants,Cash,RON,18/05/2022,No,False
406,"Suc, cidru",-35.5,Food & Beverage,Cash,RON,17/05/2022,No,False
407,Mega Image,-24.57,Restaurants,Cash,RON,17/05/2022,No,False
408,,-91.7,Electricity Bill,Cash,RON,17/05/2022,No,False
409,Mega Image,-36.3,Restaurants,Cash,RON,16/05/2022,No,False
410,Bilet CTP,-2.5,Transportation,Cash,RON,16/05/2022,No,False
411,"Placute si discuri spate, bucșe spate, revizie, curățare tubulatura turbo",-4228.01,Maintenance,Cash,RON,16/05/2022,No,False
412,Mega Image,-16.43,Restaurants,Cash,RON,12/05/2022,No,False
413,Back to da Vinci,-65,Restaurants,Cash,RON,12/05/2022,No,False
414,Bogdan,-114.23,Friends & Lover,Cash,RON,12/05/2022,No,False
415,Deodorant,-18.52,Personal Care,Cash,RON,12/05/2022,No,False
416,Bilet CTP,-2.5,Transportation,Cash,RON,11/05/2022,No,False
417,"Laura, revizie bicicleta",-200,Friends & Lover,Cash,RON,11/05/2022,No,False
418,Cabină duș,-2305,Home Improvement,Cash,RON,11/05/2022,No,False
419,"Banda dublu adeziva, burghie gresie",-131.84,Home Improvement,Cash,RON,11/05/2022,No,False
420,Stradale,-15,Restaurants,Cash,RON,10/05/2022,No,False
421,Biblioteca,-638,Home Improvement,Cash,RON,10/05/2022,No,False
422,Mega Image,-3.31,Restaurants,Cash,RON,09/05/2022,No,False
423,Profi,-91.4,Restaurants,Cash,RON,07/05/2022,No,False
424,Mega Image,-17.05,Restaurants,Cash,RON,06/05/2022,No,False
425,Mega Image,-18.95,Restaurants,Cash,RON,05/05/2022,No,False
426,,7620,Salary,Cash,RON,05/05/2022,No,False
427,Mega Image,-36.87,Restaurants,Cash,RON,04/05/2022,No,False
428,Bonuri masa,272,Salary,Cash,RON,04/05/2022,No,False
429,Profi,-9.98,Restaurants,Cash,RON,03/05/2022,No,False
430,Pastile efervescente Mg,-15.99,Pharmacy,Cash,RON,03/05/2022,No,False
431,Apa cu Mg,-5.6,Food & Beverage,Cash,RON,02/05/2022,No,False
432,Stradale,-28,Restaurants,Cash,RON,02/05/2022,No,False
433,Automation - The Car Company Tycoon Game,-126.3,Games,Cash,RON,01/05/2022,No,False
434,BeamNG Drive,-104.17,Games,Cash,RON,01/05/2022,No,False
435,,-178.94,Water Bill,Cash,RON,30/04/2022,No,False
436,Revizie bicicleta,-183,Bike,Cash,RON,29/04/2022,No,False
437,Stradale,-30,Restaurants,Cash,RON,28/04/2022,No,False
438,Stradale,-28,Restaurants,Cash,RON,27/04/2022,No,False
439,Mega Image,-19.87,Restaurants,Cash,RON,26/04/2022,No,False
440,,-104.85,Internet Bill,Cash,RON,26/04/2022,No,False
441,RCA,-1064,Maintenance,Cash,RON,26/04/2022,No,False
442,Suc si bere,-51.6,Food & Beverage,Cash,RON,25/04/2022,No,False
443,Gradina botanica,-11,Other Expense,Cash,RON,24/04/2022,No,False
444,Profi,-8.49,Restaurants,Cash,RON,23/04/2022,No,False
445,Medieval dynasty,-112.08,Games,Cash,RON,23/04/2022,No,False
446,Jozsi,-307.9,Friends & Lover,Cash,RON,22/04/2022,No,False
447,Filtru apa,-109.9,Home Improvement,Cash,RON,22/04/2022,No,False
448,Dulap cu oglinda baie,-1175,Home Improvement,Cash,RON,22/04/2022,No,False
449,Covor,-381,Home Improvement,Cash,RON,22/04/2022,No,False
450,Bere,-35,Food & Beverage,Cash,RON,21/04/2022,No,False
451,Stradale,-30,Restaurants,Cash,RON,21/04/2022,No,False
452,Draperii cu cleme,-299.8,Home Improvement,Cash,RON,20/04/2022,No,False
453,,-18.6,Taxi,Cash,RON,19/04/2022,No,False
454,Twelve,-39,Restaurants,Cash,RON,18/04/2022,No,False
455,Guma de mestecat,-2.07,Personal Care,Cash,RON,18/04/2022,No,False
456,Birou standing electric,-1289.99,Home Improvement,Cash,RON,18/04/2022,No,False
457,Cora,-47.34,Restaurants,Cash,RON,17/04/2022,No,False
458,,-20,Taxi,Cash,RON,17/04/2022,No,False
459,Profi,-21.06,Restaurants,Cash,RON,15/04/2022,No,False
460,,-440.99,Petrol,Cash,RON,15/04/2022,No,False
461,"Sampon, gel dus, deodorant",-154.1,Personal Care,Cash,RON,15/04/2022,No,False
462,Schimb butuc usa intrare,-114,Home Improvement,Cash,RON,15/04/2022,No,False
463,Furtun mașină de spălat,-12,Home Improvement,Cash,RON,13/04/2022,No,False
464,Stradale,-34,Restaurants,Cash,RON,11/04/2022,No,False
465,Curățenie,-950,Home Services,Cash,RON,11/04/2022,No,False
466,Burghie metal,-30,Home Improvement,Cash,RON,09/04/2022,No,False
467,Stradale,-32,Restaurants,Cash,RON,07/04/2022,No,False
468,Stradale,-28,Restaurants,Cash,RON,06/04/2022,No,False
469,,6826,Salary,Cash,RON,06/04/2022,No,False
470,Bere,-20,Food & Beverage,Cash,RON,05/04/2022,No,False
471,Carrefour,-7.31,Restaurants,Cash,RON,05/04/2022,No,False
472,Stradale,-26,Restaurants,Cash,RON,05/04/2022,No,False
473,Remitere card BT,-5,Fees & Charges,Cash,RON,05/04/2022,No,False
474,Router wireless,-399.99,Electronics,Cash,RON,04/04/2022,No,False
475,Bonuri masa,391,Salary,Cash,RON,04/04/2022,No,False
476,"Bormașină, burghie",-257.34,Home Improvement,Cash,RON,02/04/2022,No,False
477,Stradale,-26,Restaurants,Cash,RON,30/03/2022,No,False
478,"Sina draperii, console de montaj",-532.45,Home Improvement,Cash,RON,30/03/2022,No,False
479,Euphoria,-10,Restaurants,Cash,RON,29/03/2022,No,False
480,Stradale,-12,Restaurants,Cash,RON,29/03/2022,No,False
481,Crema mâini,-10.29,Personal Care,Cash,RON,29/03/2022,No,False
482,Schimb anvelope,-70,Maintenance,Cash,RON,26/03/2022,No,False
483,,-392.54,Petrol,Cash,RON,25/03/2022,No,False
484,,-156.68,Water Bill,Cash,RON,24/03/2022,No,False
485,Mega Image,-11.44,Restaurants,Cash,RON,23/03/2022,No,False
486,Stradale,-25,Restaurants,Cash,RON,23/03/2022,No,False
487,"Lumini bicicleta, teniși",-310.98,Sports,Cash,RON,22/03/2022,No,False
488,Suc,-9.26,Food & Beverage,Cash,RON,19/03/2022,No,False
489,Pizza,-18,Restaurants,Cash,RON,19/03/2022,No,False
490,,-4.63,Parking Fees,Cash,RON,19/03/2022,No,False
491,Darts,-2,Games,Cash,RON,19/03/2022,No,False
492,Pepsi,-6.5,Food & Beverage,Cash,RON,17/03/2022,No,False
493,Stradale,-26,Restaurants,Cash,RON,17/03/2022,No,False
494,Furtune baterii,-43,Home Improvement,Cash,RON,12/03/2022,No,False
495,Cadou Loredana,-50,Other Expense,Cash,RON,10/03/2022,No,False
496,Stradale,-27,Restaurants,Cash,RON,09/03/2022,No,False
497,,6795,Salary,Cash,RON,07/03/2022,No,False
498,Cora,-61.25,Restaurants,Cash,RON,06/03/2022,No,False
499,Fornetti,-5,Restaurants,Cash,RON,05/03/2022,No,False
500,Spalare interior/exterior,-65,Maintenance,Cash,RON,05/03/2022,No,False
501,Furtune baterii,-61,Home Improvement,Cash,RON,05/03/2022,No,False
502,"Dedeman, becuri, scule tăiat",-829.16,Home Improvement,Cash,RON,05/03/2022,No,False
503,Stradale,-27,Restaurants,Cash,RON,03/03/2022,No,False
504,Bonuri masa,272,Salary,Cash,RON,03/03/2022,No,False
505,Stradale,-38,Restaurants,Cash,RON,02/03/2022,No,False
506,Laura,-10,Friends & Lover,Cash,RON,02/03/2022,No,False
507,Mama,-10,Friends & Lover,Cash,RON,02/03/2022,No,False
508,,-50,Charity,Cash,RON,01/03/2022,No,False
509,Dulap lavoar,-2200,Home Improvement,Cash,RON,01/03/2022,No,False
510,,-164.27,Water Bill,Cash,RON,27/02/2022,No,False
511,,-52.41,Internet Bill,Cash,RON,27/02/2022,No,False
512,,-348.09,Petrol,Cash,RON,26/02/2022,No,False
513,,-206.64,Petrol,Cash,RON,25/02/2022,No,False
514,,-40,Charity,Cash,RON,19/02/2022,No,False
515,Ceai mușețel,-2.74,Pharmacy,Cash,RON,17/02/2022,No,False
516,Premium pizza,-60,Restaurants,Cash,RON,16/02/2022,No,False
517,Stradale,-25,Restaurants,Cash,RON,15/02/2022,No,False
518,Garlic,-15,Restaurants,Cash,RON,12/02/2022,No,False
519,Carrefour,-359.64,Restaurants,Cash,RON,12/02/2022,No,False
520,,-7.52,Parking Fees,Cash,RON,12/02/2022,No,False
521,Doru si Miha,-1000,Friends & Lover,Cash,RON,12/02/2022,No,False
522,Impozit auto,-189,Transportation,Cash,RON,10/02/2022,No,False
523,ITP,-200,Maintenance,Cash,RON,10/02/2022,No,False
524,Impozit apartament,-306,Fees & Charges,Cash,RON,10/02/2022,No,False
525,,7103,Salary,Cash,RON,04/02/2022,No,False
526,Bonuri masa,272,Salary,Cash,RON,02/02/2022,No,False
527,Carrefour,-51.56,Restaurants,Cash,RON,28/01/2022,No,False
528,"Masti, medicamente",-63.49,Health & Fitness,Cash,RON,28/01/2022,No,False
529,Ady - RX 580 4GB,-970,Friends & Lover,Cash,RON,27/01/2022,No,False
530,,-150.61,Water Bill,Cash,RON,26/01/2022,No,False
531,,-52.47,Internet Bill,Cash,RON,26/01/2022,No,False
532,Test PCR covid,-250,Doctor,Cash,RON,26/01/2022,No,False
533,Teste covid,-179,Pharmacy,Cash,RON,26/01/2022,No,False
534,Mega Image,-7.23,Restaurants,Cash,RON,20/01/2022,No,False
535,Stradale,-23,Restaurants,Cash,RON,20/01/2022,No,False
536,Profi,-167.38,Restaurants,Cash,RON,15/01/2022,No,False
537,Dedeman,-74.99,Home Improvement,Cash,RON,15/01/2022,No,False
538,Stradale,-23,Restaurants,Cash,RON,13/01/2022,No,False
539,Abonament parcare 1 an,-68,Parking Fees,Cash,RON,13/01/2022,No,False
540,Stradale,-23,Restaurants,Cash,RON,11/01/2022,No,False
541,,-195.5,Electricity Bill,Cash,RON,11/01/2022,No,False
542,Cut and Crust,-104,Restaurants,Cash,RON,08/01/2022,No,False
543,Doru si Miha,-202.03,Friends & Lover,Cash,RON,08/01/2022,No,False
544,Ady,4000,Other Income,Cash,RON,08/01/2022,No,False
545,Stradale,-27,Restaurants,Cash,RON,07/01/2022,No,False
546,Stradale,-26,Restaurants,Cash,RON,06/01/2022,No,False
547,Tudi,-89.99,Friends & Lover,Cash,RON,06/01/2022,No,False
548,,6826,Salary,Cash,RON,06/01/2022,No,False
549,Bonus anual,6227,Salary,Cash,RON,06/01/2022,No,False
550,Profi,-9.77,Restaurants,Cash,RON,05/01/2022,No,False
551,Bonuri masa,323,Salary,Cash,RON,04/01/2022,No,False
552,Rig mining RX 580 8GB,5000,Selling,Cash,RON,03/01/2022,No,False
553,Ady,-188.91,Friends & Lover,Cash,RON,01/01/2022,No,False
554,Escape from Tarkov,-692.08,Games,Cash,RON,01/01/2022,No,False
555,Profi,-165.52,Food & Beverage,Cash,RON,31/12/2021,No,False
556,,-152.63,Water Bill,Cash,RON,30/12/2021,No,False
557,,-52.47,Internet Bill,Cash,RON,30/12/2021,No,False
558,Profi,-68.06,Personal Care,Cash,RON,29/12/2021,No,False
559,Oana,-68.39,Friends & Lover,Cash,RON,28/12/2021,No,False
560,Rig P106-100,3400,Selling,Cash,RON,28/12/2021,No,False
561,,-1.8,Parking Fees,Cash,RON,27/12/2021,No,False
562,,-8,Parking Fees,Cash,RON,27/12/2021,No,False
563,,-346.05,Petrol,Cash,RON,27/12/2021,No,False
564,Scoci,-22.5,Other Expense,Cash,RON,23/12/2021,No,False
565,Dedeman,-65.04,Other Expense,Cash,RON,23/12/2021,No,False
566,Fan Courier,-56.3,Other Expense,Cash,RON,23/12/2021,No,False
567,Laura,-504.27,Friends & Lover,Cash,RON,21/12/2021,No,False
568,Ciocolata calda,-5,Food & Beverage,Cash,RON,19/12/2021,No,False
569,Mariflor,-63.88,Restaurants,Cash,RON,19/12/2021,No,False
570,Profi,-114.63,Restaurants,Cash,RON,19/12/2021,No,False
571,Cristina,100,Other Income,Cash,RON,19/12/2021,No,False
572,Stradale,-22,Restaurants,Cash,RON,16/12/2021,No,False
573,RWS,150,Gifts,Cash,RON,16/12/2021,No,False
574,Transport moloz,-600,Home Improvement,Cash,RON,15/12/2021,No,False
575,Stradale,-27,Restaurants,Cash,RON,14/12/2021,No,False
576,Bitdefender Total Security 1 an,-49.99,Electronics,Cash,RON,14/12/2021,No,False
577,Pantaloni iarnă,-130,Clothing,Cash,RON,12/12/2021,No,False
578,Cadou Crăciun Stelian,-300.49,Charity,Cash,RON,12/12/2021,No,False
579,,-353.7,Petrol,Cash,RON,11/12/2021,No,False
580,Kaufland,-302.22,Restaurants,Cash,RON,09/12/2021,No,False
581,,6826,Salary,Cash,RON,08/12/2021,No,False
582,XRP,-500,Crypto Buy,Cash,RON,08/12/2021,No,False
583,,-231.6,Petrol,Cash,RON,04/12/2021,No,False
584,Bonuri masa,340,Salary,Cash,RON,03/12/2021,No,False
585,Eliminare teava gaz bucătărie,-100,Home Improvement,Cash,RON,02/12/2021,No,False
586,Montaj mobila bucătărie,-1900,Home Improvement,Cash,RON,02/12/2021,No,False
587,McDonald's,-39.2,Restaurants,Cash,RON,01/12/2021,No,False
588,,-70,Petrol,Cash,RON,01/12/2021,No,False
589,Dedeman,-57.9,Home Improvement,Cash,RON,01/12/2021,No,False
590,Ady,6550,Other Income,Cash,RON,01/12/2021,No,False
591,Ady,-33.21,Friends & Lover,Cash,RON,30/11/2021,No,False
592,Laura,-33.24,Friends & Lover,Cash,RON,30/11/2021,No,False
593,The Forest,-33.24,Games,Cash,RON,30/11/2021,No,False
594,,-254.31,Water Bill,Cash,RON,29/11/2021,No,False
595,,-52.44,Internet Bill,Cash,RON,29/11/2021,No,False
596,Stradale,-22,Restaurants,Cash,RON,26/11/2021,No,False
597,Stradale,-26,Restaurants,Cash,RON,24/11/2021,No,False
598,Laura,-3000,Other Expense,Cash,RON,23/11/2021,No,False
599,Mama,3000,Other Income,Cash,RON,22/11/2021,No,False
600,,-346.57,Petrol,Cash,RON,21/11/2021,No,False
601,Pizza,-35,Restaurants,Cash,RON,20/11/2021,No,False
602,Da Vinci,-15,Restaurants,Cash,RON,20/11/2021,No,False
603,Curier Altex,-10,Other Expense,Cash,RON,19/11/2021,No,False
604,Navigatie Android,-2350,Maintenance,Cash,RON,17/11/2021,No,False
605,Stradale,-32,Restaurants,Cash,RON,16/11/2021,No,False
606,Ikea - Mobila bucătărie,-7547.9,Home Improvement,Cash,RON,16/11/2021,No,False
607,Laura,4000,Other Income,Cash,RON,16/11/2021,No,False
608,Bala,215,Other Income,Cash,RON,16/11/2021,No,False
609,Mariflor,-117.14,Restaurants,Cash,RON,13/11/2021,No,False
610,Lidl,-103.38,Restaurants,Cash,RON,12/11/2021,No,False
611,Premium pizza,-31,Restaurants,Cash,RON,11/11/2021,No,False
612,Profi,-76.22,Restaurants,Cash,RON,11/11/2021,No,False
613,,-186.75,Electricity Bill,Cash,RON,11/11/2021,No,False
614,,6826,Salary,Cash,RON,08/11/2021,No,False
615,Profi,-75.7,Restaurants,Cash,RON,07/11/2021,No,False
616,Mariflor,-61.75,Restaurants,Cash,RON,06/11/2021,No,False
617,La fântâna,-31.55,Restaurants,Cash,RON,06/11/2021,No,False
618,Profi,-22.62,Restaurants,Cash,RON,06/11/2021,No,False
619,Oncos,-27.9,Restaurants,Cash,RON,06/11/2021,No,False
620,Schimb anvelope,-80,Maintenance,Cash,RON,06/11/2021,No,False
621,Laura,100,Other Income,Cash,RON,06/11/2021,No,False
622,Rovinieta Ford,-30,Transportation,Cash,RON,04/11/2021,No,False
623,,-50,Petrol,Cash,RON,04/11/2021,No,False
624,Bonuri masa,357,Salary,Cash,RON,03/11/2021,No,False
625,,-323.13,Petrol,Cash,RON,01/11/2021,No,False
626,Ady,-149.49,Friends & Lover,Cash,RON,01/11/2021,No,False
627,,-255.33,Water Bill,Cash,RON,28/10/2021,No,False
628,,-52.46,Internet Bill,Cash,RON,28/10/2021,No,False
629,Împrumut Paul,-500,Other Expense,Cash,RON,28/10/2021,No,False
630,Pablito,-28,Restaurants,Cash,RON,27/10/2021,No,False
631,Restituire avans Motel Gilău,2000,Other Income,Cash,RON,26/10/2021,No,False
632,Mama Uța,-169.5,Restaurants,Cash,RON,23/10/2021,No,False
633,Deposit Kriptomat,-9.9,Other Expense,Cash,RON,22/10/2021,No,False
634,Stradale,-26.5,Restaurants,Cash,RON,21/10/2021,No,False
635,,-153.22,Petrol,Cash,RON,21/10/2021,No,False
636,Taxa Extras carte funciara,-50,Fees & Charges,Cash,RON,21/10/2021,No,False
637,Laura,500,Other Income,Cash,RON,21/10/2021,No,False
638,Deposit Kriptomat,-9.92,Other Expense,Cash,RON,20/10/2021,No,False
639,Forza Horizon 5,-495.05,Games,Cash,RON,19/10/2021,No,False
640,Împrumut Paul,-500,Other Expense,Cash,RON,19/10/2021,No,False
641,SHIB,-74.28,Crypto Buy,Cash,RON,19/10/2021,No,False
642,Tinichigerie,-1000,Maintenance,Cash,RON,18/10/2021,No,False
643,Mama,1000,Other Income,Cash,RON,18/10/2021,No,False
644,Sirop,-120,Food & Beverage,Cash,RON,17/10/2021,No,False
645,,-30,Food & Beverage,Cash,RON,17/10/2021,No,False
646,Carrefour,-98.53,Restaurants,Cash,RON,16/10/2021,No,False
647,Cazare Arieșeni,-200,Travel,Cash,RON,16/10/2021,No,False
648,Curățenie,-1050,Home Services,Cash,RON,16/10/2021,No,False
649,Soluții curățat,-98.75,Home Improvement,Cash,RON,15/10/2021,No,False
650,Manopera,-5833,Home Improvement,Cash,RON,15/10/2021,No,False
651,Mama,5000,Other Income,Cash,RON,15/10/2021,No,False
652,Stradale,-27,Restaurants,Cash,RON,14/10/2021,No,False
653,Praguri,-200,Home Improvement,Cash,RON,13/10/2021,No,False
654,Fresh box,-26,Restaurants,Cash,RON,11/10/2021,No,False
655,Rest Usi,-4903.2,Home Improvement,Cash,RON,09/10/2021,No,False
656,"Bile Airsoft, accesorii",-209.89,Entertainment,Cash,RON,07/10/2021,No,False
657,Materiale izolatie exterioara,-1545,Home Improvement,Cash,RON,07/10/2021,No,False
658,BTC,1572.44,Crypto Sell,Cash,RON,07/10/2021,No,False
659,Avans tinichigerie,-800,Maintenance,Cash,RON,06/10/2021,No,False
660,,5721,Salary,Cash,RON,06/10/2021,No,False
661,Stradale,-26.5,Restaurants,Cash,RON,04/10/2021,No,False
662,Bonuri masa,308,Salary,Cash,RON,04/10/2021,No,False
663,Cidru,-95.6,Food & Beverage,Cash,RON,01/10/2021,No,False
664,Test antigen covid,-72,Doctor,Cash,RON,01/10/2021,No,False
665,,-263.42,Water Bill,Cash,RON,29/09/2021,No,False
666,,-52.31,Internet Bill,Cash,RON,29/09/2021,No,False
667,,-301.29,Petrol,Cash,RON,29/09/2021,No,False
668,Lustra de schimb,-99,Home Improvement,Cash,RON,29/09/2021,No,False
669,Suc,-6,Food & Beverage,Cash,RON,26/09/2021,No,False
670,Noodle Pack,-32.9,Restaurants,Cash,RON,26/09/2021,No,False
671,,-1250,Electricity Bill,Cash,RON,26/09/2021,No,False
672,Ulei,-10.5,Restaurants,Cash,RON,13/09/2021,No,False
673,Silviu,-100,Friends & Lover,Cash,RON,13/09/2021,No,False
674,L96 Airsoft,-1020.66,Entertainment,Cash,RON,13/09/2021,No,False
675,Nunta Cristi si Miruna,-500,Friends & Lover,Cash,RON,12/09/2021,No,False
676,Spartan,-37.5,Restaurants,Cash,RON,11/09/2021,No,False
677,Rainbow 6 siege,-29.93,Games,Cash,RON,11/09/2021,No,False
678,Decathlon,-109.98,Sports,Cash,RON,11/09/2021,No,False
679,Fresh box,-20,Restaurants,Cash,RON,10/09/2021,No,False
680,Fresh box,-20,Restaurants,Cash,RON,09/09/2021,No,False
681,Stradale,-22,Restaurants,Cash,RON,08/09/2021,No,False
682,,5721,Salary,Cash,RON,08/09/2021,No,False
683,Bonuri masa,294,Salary,Cash,RON,06/09/2021,No,False
684,,-356.65,Petrol,Cash,RON,05/09/2021,No,False
685,Laura,1000,Other Income,Cash,RON,04/09/2021,No,False
686,Fresh box,-24,Restaurants,Cash,RON,01/09/2021,No,False
687,"Switch, cablu, carcasa HDD intern",-105.05,Electronics,Cash,RON,01/09/2021,No,False
688,Pervaze,-83.15,Home Improvement,Cash,RON,01/09/2021,No,False
689,Apa,-1.95,Restaurants,Cash,RON,31/08/2021,No,False
690,Fresh box,-20,Restaurants,Cash,RON,31/08/2021,No,False
691,,-15.2,Taxi,Cash,RON,31/08/2021,No,False
692,,-17.2,Taxi,Cash,RON,31/08/2021,No,False
693,"Revizie + buton portbagaj, încărcare A/C",-918,Maintenance,Cash,RON,31/08/2021,No,False
694,ETH,-74.07,Crypto Buy,Cash,RON,30/08/2021,No,False
695,,-260.38,Water Bill,Cash,RON,29/08/2021,No,False
696,,-52.21,Internet Bill,Cash,RON,29/08/2021,No,False
697,Assetto Corsa,-99.2,Games,Cash,RON,29/08/2021,No,False
698,Mariflor,-96.13,Restaurants,Cash,RON,28/08/2021,No,False
699,Rezervare Mărișel,-100,Other Expense,Cash,RON,28/08/2021,No,False
700,Pablito,-20,Restaurants,Cash,RON,27/08/2021,No,False
701,Capsule CO2,-22,Entertainment,Cash,RON,27/08/2021,No,False
702,Împrumut Paul,-1000,Other Expense,Cash,RON,27/08/2021,No,False
703,,-77.8,Electricity Bill,Cash,RON,25/08/2021,No,False
704,Bere,-22,Food & Beverage,Cash,RON,24/08/2021,No,False
705,Pablito,-12,Restaurants,Cash,RON,24/08/2021,No,False
706,,-3.76,Parking Fees,Cash,RON,24/08/2021,No,False
707,Apa si banane,-5.78,Restaurants,Cash,RON,23/08/2021,No,False
708,Shanghai,-252.49,Restaurants,Cash,RON,21/08/2021,No,False
709,,-348.12,Petrol,Cash,RON,18/08/2021,No,False
710,Buton portbagaj,-75,Maintenance,Cash,RON,18/08/2021,No,False
711,Battlefield V,-3.87,Games,Cash,RON,18/08/2021,No,False
712,Manoperă poartă,-100,Home Improvement,Cash,RON,15/08/2021,No,False
713,Împrumut Paul,-1500,Other Expense,Cash,RON,15/08/2021,No,False
714,Pastile CO2,-40,Entertainment,Cash,RON,14/08/2021,No,False
715,Bere,-62.44,Food & Beverage,Cash,RON,13/08/2021,No,False
716,Lant si chain breaker,-124.98,Bike,Cash,RON,13/08/2021,No,False
717,Bilet CTP,-2.5,Transportation,Cash,RON,12/08/2021,No,False
718,,-10,Taxi,Cash,RON,12/08/2021,No,False
719,Șaibe 22,-24,Home Improvement,Cash,RON,12/08/2021,No,False
720,RX 470 defect,200,Selling,Cash,RON,11/08/2021,No,False
721,Cabana,-825,Other Expense,Cash,RON,10/08/2021,No,False
722,,5826,Salary,Cash,RON,09/08/2021,No,False
723,Bonuri masa,168,Salary,Cash,RON,03/08/2021,No,False
724,Fresh box,-20,Restaurants,Cash,RON,02/08/2021,No,False
725,"Vopsea, poxilina",-100,Home Improvement,Cash,RON,31/07/2021,No,False
726,,-72,Parking Fees,Cash,RON,29/07/2021,No,False
727,Avans cabana,-250,Other Expense,Cash,RON,29/07/2021,No,False
728,,-250.27,Water Bill,Cash,RON,28/07/2021,No,False
729,,-52.23,Internet Bill,Cash,RON,28/07/2021,No,False
730,Flori mama,-50,Friends & Lover,Cash,RON,28/07/2021,No,False
731,Lichid de parbriz,-6.34,Maintenance,Cash,RON,27/07/2021,No,False
732,Rigolă duș,-340,Home Improvement,Cash,RON,27/07/2021,No,False
733,"Topor, fierăstrău",-115.96,Other Expense,Cash,RON,27/07/2021,No,False
734,Pablito,-20,Restaurants,Cash,RON,26/07/2021,No,False
735,,-132.11,Petrol,Cash,RON,26/07/2021,No,False
736,Bere,-26.1,Food & Beverage,Cash,RON,24/07/2021,No,False
737,Meron,-28,Food & Beverage,Cash,RON,24/07/2021,No,False
738,,-8.22,Taxi,Cash,RON,24/07/2021,No,False
739,,-253.19,Petrol,Cash,RON,23/07/2021,No,False
740,Avans uși,-4500,Home Improvement,Cash,RON,23/07/2021,No,False
741,Suc si înghețată,-14.8,Restaurants,Cash,RON,22/07/2021,No,False
742,Volk,-60,Friends & Lover,Cash,RON,22/07/2021,No,False
743,Mama,5000,Other Income,Cash,RON,22/07/2021,No,False
744,Pantaloni scurți,-110,Clothing,Cash,RON,20/07/2021,No,False
745,Laura,-29.75,Friends & Lover,Cash,RON,20/07/2021,No,False
746,Kurtos Colacs,-10,Restaurants,Cash,RON,19/07/2021,No,False
747,,-274.76,Petrol,Cash,RON,19/07/2021,No,False
748,Poxilina,-14,Home Improvement,Cash,RON,19/07/2021,No,False
749,Măsurătoare uși,-100,Home Improvement,Cash,RON,19/07/2021,No,False
750,Cayac,-50,Entertainment,Cash,RON,18/07/2021,No,False
751,Grande pizza,-75,Restaurants,Cash,RON,16/07/2021,No,False
752,"Usa balcon, fereastra baie",-700,Home Improvement,Cash,RON,16/07/2021,No,False
753,Laura,700,Other Income,Cash,RON,16/07/2021,No,False
754,,-148.85,Electricity Bill,Cash,RON,13/07/2021,No,False
755,,-161.06,Petrol,Cash,RON,13/07/2021,No,False
756,"Gresie bucătărie, rosturi",-337.08,Home Improvement,Cash,RON,13/07/2021,No,False
757,"Parchet, plintă",-2145.96,Home Improvement,Cash,RON,13/07/2021,No,False
758,Ady,4000,Other Income,Cash,RON,13/07/2021,No,False
759,Bere Carrefour,-116.33,Food & Beverage,Cash,RON,09/07/2021,No,False
760,Cărbuni,-12.2,Restaurants,Cash,RON,09/07/2021,No,False
761,Mariflor,-87.93,Restaurants,Cash,RON,09/07/2021,No,False
762,Agape,-19,Restaurants,Cash,RON,09/07/2021,No,False
763,Fresh box,-20,Restaurants,Cash,RON,08/07/2021,No,False
764,Suc muncitori,-19.5,Home Improvement,Cash,RON,08/07/2021,No,False
765,McDonald's,-25.9,Restaurants,Cash,RON,07/07/2021,No,False
766,Fresh box,-20,Restaurants,Cash,RON,07/07/2021,No,False
767,Elastic păr,-10,Personal Care,Cash,RON,07/07/2021,No,False
768,,5621,Salary,Cash,RON,07/07/2021,No,False
769,Fresh box,-24,Restaurants,Cash,RON,06/07/2021,No,False
770,,-10,Taxi,Cash,RON,06/07/2021,No,False
771,,-10.4,Taxi,Cash,RON,06/07/2021,No,False
772,,-156.36,Petrol,Cash,RON,06/07/2021,No,False
773,"Plăcuțe față, arcuri spate, bușon ulei",-1036,Maintenance,Cash,RON,06/07/2021,No,False
774,Materiale,-662,Home Improvement,Cash,RON,06/07/2021,No,False
